X2_phon,Freq
Egzile,2.23
Egzist@s,24.98
EgzoneRasj6,0.25
Ekspedisj6,10.74
EkspeditRis,1.4
EkspeRj@s,72.04
EkspeRim@tasj6,1.3
Eksp@sj6,1.89
Eksp@sjonist,0.1
EkspERtiz,2.88
Ekspjasj6,0.44
EkspiRasj6,1.29
Eksplikasj6,31.74
Eksplwate,0.46
Eksplwat@t,0.46
Eksplwatasj6,4.25
Eksplwat2z,0.57
EksploRasj6,2.06
EksploRatRis,1.47
Eksplozj6,26.14
Eksploziv,10.04
Ekspo,3.77
EkspORtasj6,0.88
Ekspozisj6,12.36
EkspREsj6,19.22
EkspResj6,19.22
EkspRopRije,0.1
EkspRopRijasj6,0.32
Ekspylsj6,2.97
Eksten8asj6,0.1
Ekstaz,3.67
Ekst@sj6,2.6
EkstERminasj6,2.09
Ekst5ksj6,3.42
EkstORsj6,1.79
EkstRemite,2.95
EkstREm6ksj6,0.42
EkstRaksj6,1.82
EkstRadisj6,0.78
EkstRapolasj6,0.14
EkstRavag@s,0.94
EkstRavag@t,0.48
EgzybeR@s,0.47
fEs,0.32
fER,37.08
fEv,1.12
faSRi,0.14
fek6dasj6,0.42
fek6dite,0.44
fekyl,0.17
fedeRasj6,2.56
fe,15.32
feRi,0.46
felisite,2.12
felisitasj6,60.08
feloni,0.17
feminite,1.87
feRja,0.8
feRosite,1.2
faj@s,0.28
fasad,4.6
fas6,230.48
fele,1
fEle,1
fEl,0.1
felyR,0.26
fElyR,0.26
fEt,155.97
fEtdj2,0.14
fabl,2.59
fabRik@t,3.67
fabRikasj6,4.07
fabRik,5.34
fabylasj6,0.14
fak,29.65
fasesi,0.17
fas,125.32
fasEt,1.21
fasilite,2.09
faksj6,1.52
faktRis,12.26
faktyRasj6,0.26
faktyR,22.61
faktyRjER,0.14
fakylte,8.73
fadEz,0.62
fad9R,0.32
fEblEs,14.71
faj,4.71
fajit,6.94
f5,128.04
fene@t,3.87
fEne@t,3.87
fEn,1.77
fEzabilite,0.19
f9zan,1.13
f9z2z,1.89
falEz,5.85
falsifikasj6,0.37
familjaRite,1.43
famij,384.92
famin,4.88
fan,0.12
f@faR,4.07
f@faRonad,0.4
f@faROn,0.9
f@fR9lyS,0.16
f@Z,0.74
f@tezi,6.98
f@tazja,0.33
f@tasmagoRi,0.17
faR@dOl,0.32
faRs,9.35
faRs2z,2.06
faRibOl,0.23
faRin,7.95
fasinasj6,2.67
fasin,0.11
faSOn,0.28
fatalite,2.77
fatma,0.1
fatig,9.25
fatma,0.16
fat8ite,0.23
foSEz6,0.1
foS,0.55
foS2z,2.07
fosij,0.53
foste,0.75
fot,169.26
fot2z,0.88
fotRis,0.88
fovEt,0.6
favela,1.62
fav9R,36.65
favoRit,0.56
fazEnda,0.35
fEN@t,1.51
fENas,0.72
f5t,1.04
fElasj6,0.98
f9mEl,9.38
fam,1049.32
fam@f@,0.35
famlEt,1.34
f9nEtR,90.55
f2nEstREl,0.14
f@t,3.93
f9Rja,0.17
fERlaZ,0.1
fERm,76.86
fERm@tasj6,0.29
fERm9te,2.12
fERmEt,0.11
fERm9tyR,11.54
fERmjER,8.85
fERaj,4.36
fEROnRi,0.13
fERtilite,1.13
fERv9R,1.69
fese,4.44
fEse,4.44
fEs,36.32
fEstivite,1.21
f9je,0.14
f9j,30.1
f9jEt,0.1
fjEvR,25
fjabilite,0.37
fij@saj,5.63
fj@se,51.51
fibR,6.65
fibRilasj6,0.69
fibRij,0.37
fibRoz,0.28
fisEl,6.31
fiS,10.46
fiksj6,6.46
fidelite,10.26
fj@t,0.79
fjERte,13.58
fjEsta,2.14
fifij,0.65
fig,7.38
figyR@t,2.99
figyRasj6,0.41
figyR,25.18
figyRin,2.18
filatyR,2.1
fil,22.88
filjER,0.78
filjal,1.33
filjasj6,0.23
fij,841.56
fijmER,0.39
fijEt,13.26
fij9l,2.72
filOS,0.14
filutRi,0.17
filtRasj6,0.2
final,5.45
finalite,0.46
fin@s,8.03
fin@sjER,1.69
finod,0.22
fin,1.12
finEs,2.38
finisj6,1.12
f5l@dEz,0.41
fjOl,1.93
fjoRityR,0.25
fiRm,4.32
fisj6,0.52
fisyR,2.74
fiksasj6,1.94
fiksSosEt,0.13
figzEt,0.24
fiksite,0.14
flES,12.76
flanRi,0.11
flyt,10.13
fleSEt,1.6
flaZElasj6,0.47
flaZelasj6,0.47
flam@d,1.37
fl@be,0.59
fl@b,0.17
fl@b2z,1.18
flamES,0.17
flam,26.93
flanEl,0.83
flak,3.53
flatRi,1.4
flatyl@s,0.25
flemaRd,0.8
flEm,0.49
fl9R,99.75
fl9REt,0.29
flEksibilite,0.44
flEksj6,0.97
flibyst,0.14
flikaj,0.2
fl5g2z,0.61
flipe,0.11
fl9Rt2z,0.11
flope,0.27
floREz6,0.53
flOR,0.72
flotEz6,0.12
flOt,16.36
flotij,0.28
flykt8asj6,0.85
fl8idite,0.39
flyksj6,0.29
fofOl,0.2
fwa,54.06
fwaR,11.83
fwa,899.25
fwaz6,0.31
foli,52.39
fOl,94.17
f6s2z,0.72
f6ksj6,21.95
f6dasj6,9.74
f6datRis,5.11
f6dRi,0.53
f6dy,1.08
f6tEn,7.72
f6tanEl,0.14
f6t,0.74
futbol2z,2.76
foRE,34.94
foREn,0.44
fORs,151.96
fORs9ne,0.94
foR2z,1.2
fORf@tRi,0.17
fORZ,1.64
fORZ9ROn,3.76
fORlan,0.1
fORmalite,7.08
fORmasj6,14.4
foRmasj6,14.4
fORm,94.19
fORmylasj6,0.41
fORmyl,12.53
fORnikasj6,1.06
fORnikatRis,0.51
fORt9REs,7.53
fORtifikasj6,0.68
fORtyn,33.62
fOs,7.92
fosEt,0.86
fosilizasj6,0.13
fwEt2z,0.16
fufun,0.69
fuZER,0.76
fugas,2.54
fug,1.17
fuj,5
fwin,2.87
fwin2z,0.8
fule,0.56
ful,27.81
fulyR,0.21
fuRb9Ri,0.65
fuRS,1.57
fuRSEt,5.85
fuRgonEt,1.31
fuRmi,9.61
fuRmiljER,1.1
fuRne,0.47
fuRnEz,0.62
fuRnis2z,4.75
fuRnityR,2.04
fuRjER,2.83
fuRyR,7.53
futEz,8.66
fRegat,0.63
fRenezi,1.25
fRek@s,10.12
fRek@tasj6,2.81
fRES,26.81
fRES9R,3.24
fRaksj6,2.03
fRaktyR,7.88
fRaZilite,1.19
fRagm@tasj6,0.77
fRagR@s,0.3
fREz,12
fR@bwaz,2.5
fR@sEz,39.49
fR@masOn,0.94
fR@masOnRi,0.17
fR@kfOR,0.1
fR@Siz,5.75
fR@Z,0.97
fR@Zin,9.03
fR@kEt,0.32
fRap,11.61
fRask,0.51
fRatERnite,3.63
fRod,5.54
fRod2z,0.78
fREj9R,3.86
fRil@s,0.4
fREsk,3.18
fREt,0.16
fRij@diz,2.28
fRikadEl,1.21
fRikase,0.46
fRiS,0.32
fRiksj6,1.14
fRiZid,0.1
fRim,0.83
fRim2z,1.43
fRimus,0.81
fR5gal,0.46
fR5g,13.12
fRip,0.58
fRipRi,0.37
fRipOn,0.88
fRipOnRi,0.13
fRipuj,2.08
fRiz,0.37
fRit,9.33
fRitRi,0.18
fRit2z,0.36
fRityR,1.88
fRivolite,0.48
fRwad9R,1.94
fRwadyR,0.12
fR6s,0.36
fR6d,1.02
fR6tjER,34.54
fRusaRd,1.99
fRus,3.13
fR8itjER,0.14
fRysk,0.64
fRystRe,0.78
fRystRasj6,3.06
fygasite,0.11
fyZitiv,4.96
fyg,4.16
fyg2z,0.83
f8it,29.09
fyme,20.25
fymRi,0.48
fymEt,0.28
fym2z,3.85
fymjER,18.74
fymigasj6,0.34
fymist9Ri,0.3
fyneRaj,9.75
fyR9R,7.87
fyRi,2.58
fyze,10.09
fyzijad,9.63
fyzj6,6.64
fyte,3.47
fytEn,0.1
fytilite,0.65
f8ijaRd,1.15
gaS,0.35
gaSEt,5.09
gatRi,1.35
Ze@t,11.67
ZeZEn,0.12
ZeEn,0.58
Zelatin,0.87
Zelyl,0.38
Zemelite,0.17
ZenealoZi,0.28
ZeneRal,124.83
ZeneRalite,0.41
ZeneRasj6,20.51
ZeneRatRis,8.96
ZeneRozite,6.15
ZenetisjEn,0.6
Zenetik,1.7
Zenis,0.83
ZenitRis,0.51
Zenwaz,0.37
Zeo,0.3
ZeogRaf,0.1
ZeogRafi,2.26
ZeoloZi,0.4
ZeometRi,1.06
Zeofizik,0.17
ZeR@s,0.29
ZeR@t,6.45
Zezin,0.1
gete,0.55
gEte,0.55
ZEn,3.62
ZEn2z,0.95
gabaRdin,0.25
gabaR,0.1
gadu,0.37
gaf,34.68
gaf2z,0.1
gaZyR,0.49
gaZ9R,0.49
gaN@t,12.56
gaN2z,0.78
gete,2.81
gEte,2.81
gajaRd,3.4
gEn,2.15
galEn,0.23
galER,8.12
galER,2.14
galeZad,0.29
gal@t,1.68
gal@tRi,1.14
galaksi,9.53
gal,3.52
galRi,15.69
galEt,1.86
gal2z,0.12
galipEt,0.86
galOp,0.56
galopin,0.88
g@bas,0.45
g@b,0.34
gamEl,1.64
gamin,92.22
gaminRi,0.4
gam,3.22
g@gREn,1.74
g@Za,0.18
g@tjER,0.24
gaRsonjER,1.51
gaR@t,0.97
gaR@ti,9.16
gaRbyR,0.14
gaRs,21.71
gaRd9ROb,2.19
gaRdEnpaRti,0.22
gaRd9Ri,1.96
gaRdjEn,31.92
gaR,42.15
gaREn,0.66
gaRgOt,0.47
gaRguj,0.73
gaRniz6,3.23
gaRnityR,1.03
gaRig,0.54
gastRit,0.21
gastRonomi,0.58
goSER,1.1
goSRi,0.12
gofR,3.03
gol,0.85
golwaz,2.56
gaz,0.93
gazEl,2.39
gazEt,0.42
gazinjER,0.14
Zol,0.27
ZoljER,1.6
ZENaRd,0.22
geSa,2.6
Z9le,4.31
Z9lyR,0.15
ZEm,0.3
Z9nEz,0.15
Z@siv,1.35
Z@daRm9Ri,4.46
Z9nujER,0.19
Z@,0.49
Z@sjan,0.15
Z@tijEs,7.56
dZEntRi,0.28
ZERb,2.06
ZERbjER,0.45
ZERbij,0.29
gEstapo,0.69
ZEstasj6,0.53
ZEstikylasj6,0.21
ZEstj6,4.23
ZEstjonER,0.15
Zikle,0.38
Zifl,4.47
ZigolEt,0.14
Zig,0.32
Z5Zivit,0.18
ZiRaf,3.5
g9Rl,7.47
g9RlfR5d,0.14
ZiRofle,0.24
ZiROl,0.29
ZiRwEt,0.66
Zitan,7.5
glEb,0.51
glas,66.82
glasjER,1.6
glER,0.48
glEz,1.71
gl@d,2.2
glan2z,0.18
glisad,0.64
glis,2
glislamwa,0.1
glisjER,0.24
globalizasj6,0.19
glwaR,35.27
gloRjEt,0.1
gloRj2z,0.13
gloRifikasj6,0.22
glOt,0.12
glutOn,1.1
glutOnRi,0.27
gly,0.56
glisemi,0.44
gliseRin,1.04
glisin,0.26
Nol,3.24
NoNOt,0.23
Nol,0.55
gut2z,0.14
goelEt,0.6
gOb2z,0.12
godas,2.99
godij,0.2
gogEt,0.47
gw5fR9Ri,0.12
gOlf2z,0.86
gomina,0.14
gOm,3.81
gonad,0.16
g6dOl,1.26
g6dOljER,0.72
g6fl,0.21
g6flEt,0.46
g6zEs,11.29
gORZe,5.7
gORZ,30.87
gwap,0.39
gwin,0.89
gwin,3.12
guZatRi,0.16
gul,0.61
gulEt,0.94
gupij,0.74
guRd,2.85
guRm@d,1.03
guRm@diz,0.51
guRmEt,1.25
gus,0.58
gut,28.03
gutlEt,0.25
gutjER,2.99
guvERn@t,4.6
guvERn,0.97
gREv,15.87
gRas,34.59
gREl,1.05
gRasj2zte,0.2
gRad8asj6,0.12
gREn,11.41
gREs,9.09
gRamER,1.73
gR@mER,73.22
gR@mam@,2.35
gR@mEs,0.29
gR@plas,0.12
gR@Rut,0.27
gR@Ry,0.64
gR@t@t,1.17
gR@vwal,0.23
gR@d,92.25
gR@ddySEs,2.04
gR@d9R,8.75
gR@Z,7.33
gRafOlOZi,0.15
gRapa,0.72
gRap,2.51
gRatifikasj6,0.34
gRatityd,7.61
gRat,0.56
gRavite,7.58
gRavitasj6,0.98
gRavyR,1.45
gREk,11.36
gR9din,1.82
gREfjER,1.54
gR9lyS,0.57
gR9nad,11.67
gR9nadin,0.41
gR2nujER,0.12
gR9nujER,0.12
gR9nuj,9.09
gR9tSEn,1.89
gRif,8.11
gRifyR,0.82
gRijad,0.69
gRij,11.01
gRimas,4.5
gR5p,1.65
gR5pEt,0.29
gR5p2z,0.91
gR5S2z,1.06
gRijOt,0.13
gRip,8.22
gRipsu,0.25
gRizaj,0.25
gRiv,1.73
gRoNas,0.17
gRON,0.42
gROl,0.13
gRozEj,1.23
gRos,29.25
gRosEs,7.09
gRos9R,1.12
gRosjERte,2.71
gRotEsk,0.79
gROt,12.23
gRupi,1.34
gRuz,0.28
gRy,4.76
gRym,0.12
gRytjER,0.14
geRija,2.17
geRiz6,5.84
geRis2z,3.2
gEp,3.37
gEtR,0.39
g9nij,0.41
g9n6,0.58
gER,221.65
gEt2z,1.09
g2l@t,0.14
g2laRd,0.23
g9l,125.22
g2z,2.87
gibOl,0.14
gibOl,0.11
giStjER,0.31
giN,0.93
gild,0.57
gijotin,1.07
gimov,1.49
g5baRd,0.61
g5p,0.19
gine,1.4
g5gEt,0.14
gipyR,0.27
giRl@d,1.65
giz,6.26
gitaR,13.86
Zim,9.18
Zimnastik,2.85
ZinekoloZi,0.28
ot9ljER,0.44
otElRi,0.57
otEs,8.34
at,18.83
ebete,0.13
ebetyd,0.14
ekat6b,0.2
eZiR,0.38
elis,2.83
emasi,0.12
ematoloZi,0.1
emipleZi,0.2
emokyltyR,0.17
emoglobin,1.15
emofili,0.14
emoRaZi,9.35
emoRoid,1.69
emOstaz,0.13
epaRin,0.28
epatit,2.12
eRedite,0.71
eRezi,1.72
eRitjER,10.82
eRo,4.38
eRoin,76.58
ezitasj6,2.9
aisjEn,0.58
abilte,2.05
abilite,0.58
abilitasj6,0.22
abij2z,0.72
abit@t,16.68
abitasj6,1.77
abit8e,2.45
abityd,98.22
aS,10.23
aSEt,0.22
asjEnda,0.93
E,3.36
En,33.1
alEn,8
al,0.83
alysinasj6,7.88
alteRofili,0.18
alt,3.77
amada,0.17
@p,0.52
@S,8.9
@dikape,4.9
anuka,0.31
@tiz,0.19
ak,0.41
aRs9l2z,0.17
aRd,0.15
aRdjEs,0.46
aRdijEs,0.46
aR@ZER,0.1
aRN,0.42
aRmoni,6.8
aRp,1.14
aRpi,0.73
os,3.38
odSos,0.15
ot,1.85
ot9R,19.99
ERb,34.81
ERmin,0.28
ERni,2.91
ERs,0.27
9R,709.79
2R2z,9.11
ifi,0.87
jeRaRSi,2.59
ibERnasj6,0.82
ilaRite,0.32
5du,1.79
iR6dEl,1.87
iR6dEl,0.69
istamin,0.15
istok6patibilite,0.14
istwaR,359.92
istoloZi,0.11
istoRjEn,2.32
istoRjogRafi,0.11
itleRjEn,0.1
ol@dEz,0.18
ol@dEz,2.93
omeli,0.33
omeopati,0.58
omologasj6,0.1
omolOg,0.3
omoseks8alite,4.81
omoseks8El,0.28
6gRwaz,1.08
onEtte,7.2
onoRabilite,0.2
6t,103.4
ORd,2.95
oRiz6tal,1.37
ORloZER,0.39
ORlOZ,10.48
ORlOZRi,0.29
ORmOn,4.69
oR9R,46.19
ORtikyltyR,0.23
Ospitalizasj6,0.85
Ospitalite,6.72
OtElRi,0.1
Osti,2.31
Ostilite,3.52
Otlajn,0.52
Ot,1.23
u,0.37
ul,0.46
ulEt,0.82
uRi,0.1
awz,4.74
us,0.83
8e,0.64
8itR,4
yS,0.19
wERta,0.53
ygnOt,0.33
8il,22.68
8itEn,0.2
ylOt,0.1
ymEn,30
ymanist,0.45
ymanite,23.31
ym9R,31.26
ymidite,4.09
ymiljasj6,7.6
ymilite,4.24
yR,0.11
ysaRd,0.71
yt,3.9
jEn,2.37
jad,0.1
idRatasj6,0.13
idRolik,0.22
idR,0.17
idRolaz,0.1
iZjEn,4.42
igRometRi,0.14
ioid,0.13
ipERaktivite,0.17
ipERbOl,0.12
ipERs@sibilite,0.22
ipERt@sj6,0.71
ipERtERmi,0.15
ipERtRofi,0.56
ipERv@tilasj6,0.23
ipnoz,3.29
ipnotiz2z,0.63
ipokRizi,4.41
ipoglisemi,0.4
ipot@sj6,0.28
ipotEk,2.78
ipotEz,8.97
ipotERmi,0.8
ipOksi,0.13
isteREktomi,0.26
isteRi,3.48
ikon,1.81
iktjOlOZi,0.15
ikonoklast,0.11
idealizasj6,0.16
ide,389.77
ideoloZi,2.59
id@tifikasj6,7.14
id@tite,34.78
id,0.29
idjOt,90.57
idjosi,5.27
idolatRi,0.38
idOl,5.43
idil,1.13
iNam,0.18
iNomini,0.88
iNoR@s,6.54
iNoR@t,3.41
ilegalite,0.55
iletRe,0.62
ilymine,0.8
ilyminasj6,1.89
ilyzj6,19.14
ilystRasj6,1.37
ilystRatRis,0.15
imaZ,82.13
imaZRi,0.54
imaZinasj6,27.64
5besilite,0.25
imitasj6,4.25
imitatRis,1
imatRikylasj6,4.64
imatyRite,0.48
im@site,1.53
imERsj6,1.29
imigRe,1.54
imigR@t,1.46
imigRasj6,4.91
imin@s,0.12
imiksj6,0.1
imobilite,0.66
im6dis,0.46
imoRalite,0.67
imORtalite,3.67
imORtEl,1.21
imynite,2.99
imytabilite,0.14
5peRatRis,3.03
5peRjal,0.15
5pet8ozite,0.18
5paRsjalite,0.32
5pas,6.95
5pasj@s,7.59
5pasj@t,0.59
5pERfEksj6,1
5pERtin@s,0.47
5pERtin@t,0.97
5pjete,0.74
5pl@tasj6,0.66
5plikasj6,2.96
5plozj6,0.23
5poli,0.62
5politEs,1.01
5p6deRabl,0.1
5pORt@s,57.32
5pORtasj6,1.23
5pORtyn,0.36
5poze,0.16
5pozisj6,0.69
5posibilite,0.96
5pOstyR,1.82
5pRekasj6,0.12
5pRevizibilite,0.17
5pRevwaj@s,0.1
5pResj6,90.19
5pRim@t,0.95
5pRimRi,1.63
5pRo,0.82
5pRobabilite,0.11
5pRovizasj6,0.91
5pRyd@s,2.04
5pyd@s,1.27
5pyd9R,0.25
5p8is@s,2.5
5pylsj6,4.58
5pylsiv,0.12
5pylsivite,0.13
5pynite,0.93
5pyRte,0.71
inegalite,0.67
ineleg@s,0.14
ineliZibilite,0.14
inaksj6,0.12
inaktivite,0.17
inadapte,0.14
inadvERt@s,0.58
inanite,0.14
inaptityd,0.3
inat@sj6,0.52
inogyRasj6,3.12
5k@tasj6,1.92
5kapasite,2.75
5kaRseRasj6,0.84
5kaRnasj6,1.03
5kaRtad,0.11
5s@dje,0.16
5sERtityd,2.52
5sid@s,0.82
5sineRasj6,0.48
5sizj6,2.62
5siziv,0.67
5sitasj6,1.24
5klinEz6,0.78
5klinasj6,0.52
5klyzj6,0.11
5koeR@s,1.11
5komynikabilite,0.12
5k6pet@s,1.64
5k6patibilite,0.71
5k6pRe@sj6,0.65
5k6pRiz,0.29
5k6gR8ite,0.11
5kony,24.25
5k6sj@s,1.23
5k6st@s,0.26
5k6tin@s,0.28
5k6vn@s,0.32
5kORpoRasj6,0.46
5kRedylite,0.58
5kRwaj@s,0.2
5kRwaj@t,0.16
5kRystasj6,0.12
5kybasj6,0.53
5kylpe,0.9
5kylpasj6,2.55
5kyRi,0.11
5kyRsj6,0.48
5kyRvasj6,0.14
5des@s,0.28
5desizj6,0.27
5dep@d@s,6.59
5dep@d@t,0.94
5dEmnizasj6,0.36
5dEmnite,3.17
5dEksasj6,0.12
5dikasj6,3.59
5djEn,12.99
5difeR@s,3.62
5difeR@t,0.47
5diZ@s,0.44
5diZ@t,0.57
5diZEstj6,1.59
5diNasj6,1.56
5diNite,0.5
5disiplin,0.21
5diskREt,0.11
5diskResj6,2.24
5divid8alite,0.58
5dol@s,0.27
5donezjEn,0.26
5dyksj6,0.43
5dylZ@s,2.46
5dystRi,12.51
5dystRijEl,2.97
inefikasite,0.27
inEpsi,1.48
inERsi,0.95
inERti,0.95
inEkspeRj@s,0.28
5feRj9R,0.52
5feRjoRite,1.06
5fajibilite,0.28
5fami,2.22
5f@t,5.52
5f@tRi,3.79
5fEksj6,10.62
5fEstasj6,0.12
5fidelite,1.4
5filtRasj6,1.71
5finite,0.62
5fiRm9Ri,7.14
5fiRmjER,39.56
5fiRmjERmaZOR,0.14
5fiRmite,0.93
5flamasj6,0.88
5flasj6,1.72
5flEksj6,0.23
5fly@s,13.96
5fo,25.5
5fORmatisjEn,1.03
5fORmasj6,63.2
5fORmatik,4.6
5fORmatRis,4.15
5fORtyn,1.3
5fRaksj6,3.95
5fRastRyktyR,0.93
5fyzj6,0.57
5ZeniRi,0.94
5Zenjozite,0.7
5Zeny,0.99
5Zen8ite,0.52
5ZeR@s,0.23
5ZEstj6,0.17
5gRat,3.11
5gRatityd,1.32
inalasj6,0.67
inibisj6,1.51
inymanite,0.28
inymasj6,0.31
inimitje,0.33
inikite,1.06
inisje,0.97
inisjal,4.02
inisjalizasj6,0.55
inisjasj6,1.63
inisjativ,8.76
inisjatRis,0.11
5ZEksj6,8.98
5Z6ksj6,1.58
5ZyR,4.58
5Zystis,6.59
inos@s,10.63
inos@t,24.68
inovasj6,1.06
inokylasj6,0.24
in6dasj6,3.21
5kjetyd,10.04
5kizisj6,3.15
5sekyRite,0.92
5seminasj6,0.67
5sanite,0.44
5satisfaksj6,0.22
5skRipsj6,7.17
5skRit,0.64
5s@se,1.57
5s@sibilite,0.28
5sERsj6,0.64
5siNifj@s,0.18
5sin8asj6,1.62
5sist@s,1.53
5solasj6,0.56
5sol@s,2.75
5sOmni,3.69
5susj@s,1.15
5sumiz,0.36
5spEksj6,7.8
5spEktRis,69.77
5spiRe,0.25
5spiRasj6,7.38
5spiRatRis,0.13
5stabilite,0.93
5stalasj6,6.75
5st@s,2.12
5stigasj6,0.14
5stigatRis,1.04
5stitysj6,9.41
5stitytRis,11.8
5stRyksj6,22.37
5stRym@tasj6,0.23
5sybORdinasj6,1.17
5syfiz@s,1.4
5sylin,1.45
5sylte,0.19
5sylt,10.49
5syRZe,0.33
5syREksj6,1.4
5tegRal,0.45
5tegRalite,0.43
5tegRasj6,1.28
5tegRite,4.1
5teRese,1.47
5teREs@t,13.95
5teRjoRizasj6,0.14
5teRjoRite,0.1
5telEkt8El,5.09
5teliZ@s,18.41
5teliZEnsja,0.44
5t@peR@s,0.17
5t@peRi,0.42
5t@d@s,1.37
5t@d@t,4.55
5t@site,3.11
5t@sj6,51.11
5tERaksj6,0.92
5tERsEpsj6,1.2
5tERsepsj6,1.2
5tERsesj6,0.2
5tERdep@d@s,0.11
5tERdiksj6,3.11
5tERdit,3.54
5tERfeR@s,3
5tERfas,1.35
5tERlokytRis,1.28
5tERmit@s,0.57
5tERnasjonal,0.87
5tERpelasj6,0.23
5tERpRetasj6,5.49
5tERogasj6,2.26
5tEROgatRis,0.21
5tERypsj6,2.88
5tERseksj6,1.16
5tERv2n@t,0.35
5tERv@sj6,13.33
5tERv@sjonist,0.11
5timidasj6,0.77
5timite,10.8
5toleR@s,0.93
5tonasj6,0.55
5tOks,0.34
5tOksikasj6,1.51
5tRig@t,0.4
5tRig,4.8
5tRodyksj6,2.45
5tRospEksj6,0.33
5tROspeksj6,0.33
5tROvERti,0.27
5tRyz,4.35
5tRyzj6,4.61
5tybasj6,0.86
5t8isj6,9.37
inytilite,0.56
5validite,0.99
5vazj6,7.15
5vEktiv,0.25
5v@sj6,10.37
5vERsj6,0.76
5vEstigasj6,3.26
5vEstigatRis,0.13
5vEstityR,0.38
5v5sibilite,0.11
5vjolabilite,0.13
5vizibilite,0.45
5vite,41.19
5vitasj6,18.27
5vit,2.27
5vokasj6,0.69
5vREs@bl@s,0.17
5vREz@bl@s,0.17
5vylneRabilite,0.28
jonizasj6,0.23
jonosfER,0.2
iRanjEn,0.36
iR,0.58
iRl@dEz,3.37
iRoni,6.05
iRealite,0.14
iRegylaRite,0.96
iRegyljER,0.24
iReveR@s,0.3
iRadjasj6,0.27
iREsp6sabilite,1.45
iRigasj6,0.86
iRitabilite,0.2
iRitasj6,1
iRypsj6,2.82
izba,0.4
isba,0.4
iskemi,0.23
izolasj6,1.02
isRaeljEn,4.53
isy,16.52
italjEn,23.82
iv,0.81
ivRE,0.21
ivREs,3.56
ivRONRi,0.21
ZeRemjad,0.93
ZaSER,0.12
Zas5t,0.15
ZakEt,0.23
ZakE,0.23
Zakobit,0.18
Zakt@s,0.4
Zaf,0.17
Zaluz,6.97
Zaluzi,13.67
dZamsesj9n,0.16
ZamaikEn,0.19
Z@b,113.82
Z@bjER,0.26
Z@t,1.22
ZaponEz,13.23
ZakEt,1.34
ZaRdinjER,0.39
ZaR,1.25
ZaRtEl,0.14
ZaRtjER,1.65
Zat,0.18
ZoZ,1.44
Zonis,0.51
Zava,0.46
ZavEl,1.33
Z2,5.28
ZanEt,0.27
dZip,4.65
Zeni,0.12
Z9te,3.43
Z9t2z,0.23
Z9nEs,28.71
Z9nEt,0.17
dZOg2z,0.26
Zwa,75.09
dZOjntvEntS9R,0.16
Zw5tyR,0.52
Z6Se,0.1
Z6ksj6,0.6
Z6gl2z,0.58
Z6k,0.34
Z6kij,0.39
Zu,32.28
Zw2z,28.45
Zwis@s,1.96
ZuRne,174.89
ZuRnal2z,0.12
ZuRnaljER,0.1
Zut,1.25
Zuv@s,0.81
Zuv@sEl,0.28
Zybilasj6,0.32
ZyZOt,1.07
ZygylER,0.6
Z8iv,45.32
Z8ivRi,0.1
ZymEl,5.61
Zym@,6.67
Z1gl,16.47
Z1t,0.17
Zyp,12.76
ZypEt,0.66
ZyRe,8.82
ZyRidiksj6,2.63
ZyRispRyd@s,0.82
Zyskjam,0.11
ZystEs,1.91
Zystis,50.96
ZystisjER,1.97
Zystifikasj6,0.96
Zykstapozisj6,0.17
kabal,0.2
kalaknikOv,0.17
kERmEs,0.96
k9f,2.83
kipa,0.52
kitS9nEt,0.19
kOlkozjEn,0.2
kom@d@ntuR,0.27
la,3.62
lES,1.42
lEpR,1.4
lEvR,37.91
laSte,4.17
laS2z,0.67
leS2z,0.47
lesitin,0.15
leZERte,1.35
legalite,2.39
leZ@d,20.41
leZj6,6.66
leZislasj6,1.16
leZislativ,0.2
leZislatyR,0.2
leZitimite,0.76
lepR2z,2.65
lepRozRi,0.32
lezj6,4.37
letaRZi,0.76
levitasj6,0.46
lezaRd,6.16
laisite,0.29
laboR@tin,0.12
laseRasj6,1.64
lakyn,0.44
lEjdiz,0.91
lEjdi,13.48
lEjdiz,13.48
lagyn,2.84
lEd,1.42
lEd9R,1.44
lEn,6.41
lese,0.11
lEs,72.53
lEslamwa,0.14
lEt@s,0.27
lEtRi,0.32
lEtjER,1.32
lety,2.52
l@bada,0.13
lam,14.22
lamEl,0.72
lam@tasj6,1.35
l@pe,0.26
l@p,25.86
l@se,0.52
l@s,13.27
l@sEt,0.29
l@s2z,2.25
l@d,1.69
l@gust,2.98
l@gustin,0.48
l@g,69.11
l@gEt,0.1
l@g9R,0.36
lanjER,0.85
l@tERn,3.09
lapaRotomi,0.22
lapidasj6,0.27
lapin,39.28
lapOn,2.21
lak,0.79
laRZEs,0.42
laRZ9R,1.58
laRm,45.71
laRv,3.52
laR5Zit,0.27
laR5gOskOpi,0.1
lazaN,1.94
lasivite,0.16
lasityd,1.57
latin,6.62
latinoameRikEn,0.1
latityd,1.45
latRin,0.82
lat,1.15
lav@d,1.53
lav@djER,0.31
lavas,0.23
lav,3.13
lavRi,2.42
lavEt,1.57
lav2z,2.49
lEjEt,0.18
l9s6,41.48
lEktRis,6.31
lEktyR,15.8
l@t,0.81
l@t9R,1.16
l@tij,4.66
lEsbjEn,5.38
lesiv,8.51
lEtR,156.77
lEtRkle,0.14
l2semi,1.9
l9ve,0.84
