Freq,phon
24,tIStux
24,titan
6,tit@lbl&t
1,tod@sjar
44,tod@sO+@r
30,tod@sUrtWl
17,tLxt@rx@n
4,tLxt@rhWm
1,tLnx@n
7,tL+x@n
1,tLrtx@n
2,to&lEt@np&pir
1,tOlhBs
3,tomat@nm&rk
51,tonb&nt
23,tonb&ntg@rAt
1,tong@SIr
3,tOn@ng@vLlb@
206,tor
425,tor
1,tOrfmor
2,tOrpedobot
17,torfErhEltnIs
1,tot@m
1,tot@nhEmt
7,trAn@ngas
1,trakflEx@nbot
1,traktir
4,tr&ktat
23,tr&mp@l
1,tr&mp@ltir
1,tr&mpolin
1,tr&nzIstOrg@rAt
2,tr&nzIstOrradio
53,tr&nsp&rEnt
4,tr&nspOrtb&nt
5,tr&nspOrtfluk=Xk
1,tr&nspOrtg@vErb@
12,tr&nspOrtmIt@l
8,tr&nspOrtUnt@rnem@n
17,tr&nspOrtvez@n
1,tr&nsuran
5,trB@rg@fOlg@
9,trB@rSpil
7,trBma
4,trBmbIlt
2,trBmv&ndl@r
4,trEf
297,trEf@n
1,trWpWs
41,trWb@n
4,trWpgas
3,trWpgut
7,trWphBs
3,trWphOl=
1,trEpx@n
2,trEp@ng@lEnd@r
32,trEp@nhBs
1,tripleb@n
32,tripvErk
2,trINkg@fAs
20,trINkgElt
1,trINkglas
23,trINkv&s@r
8,trItbrEt
4,triUmvirat
7,trL+x@n
2,trOm@lfEl
8,trOm@lfX@r
2,trOmpet@nzIgnal
7,trop@nInstitut
1,trostvOrt
10,trYm@rfElt
1,trukbIlt
54,trUm
2,truthun
21,tux
34,tux
7,tyxlWn
1,tY+@lx@n
1,tyrx@n
2,tYrmx@n
3,tyrSlOs
33,tytx@n
153,tun
7,tUrmSprIN@n
2,tUrnfEst
1,tUrng@rAt
91,tUrnir
2,tUti
67,u
51,yb@l
10,yb@r&ng@bot
11,yb@rblWpz@l
33,yb@rWnkOm@n
3,yb@rf&lkOm&ndo
2,yb@rg&NsStadiUm
21,yb@rg@vIxt
1,yb@rklWt
9,yb@rmas
168,uf@r
6,urvErk
1,Ultram&rin
2,UmlBfmIt@l
1,UmSlaktux
3,UmSp&nvErk
1,UmSt&n=klWt
44,Unb@hag@n
3,UndIN
6,UNg&rIS@
30,Ung@hX@r
6,Ung@m&x
13,Ung@nyg@n
2,Ung@SIk
6,Ung@Stym
10,Ung@tym
8,Ung@=if@r
3,UnglWxg@vIxt
178,UnglYk
153,UnhWl
1,UnivErzalZeni
2,UnivErzalmIt@l
5,UnivErzitA=g@lEnd@
1,UnivErzitA=StudiUm
31,UnivErzUm
25,UnkrBt
1,UnlUstg@fyl
2,Unmas
208,UnrExt
7,Unt@rb@vUstzWn
27,Unt@rf&N@n
10,Unt@rg@SOs
1,Unt@rg@StEl
1,Unt@rg@vIxt
4,Unt@rh&ltUNsprogr&m
65,Unt@rhBs
6,Unt@rhEmt
8,Unt@rhOl=
3,Unt@rklWt
2,Unt@rkOm@n
2,Unt@rl&nt
824,Unt@rnem@n
10,Unt@rnem@rtum
4,Unt@r+&nt
7,Unt@rrIx=f&x
1,Unt@rrIx==il
1,Unt@rSWdUNsmErkmal
1,Unt@rSWdUNsfErmTg@n
12,Unt@rzebot
12,Unt@rzuxUNsg@fENnIs
4,Unt@rzuxUNsfErfar@n
1,Unt@rv&s@r
2,Unt@r=Xk
6,Untir
6,UnfErmTg@n
11,UnfErStEntnIs
9,Unvez@n
28,UnvEt@r
42,uran
12,urbIlt
7,urg@StWn
2,urheb@rrExt
11,urlBpsgElt
1,urlBpsg@zux
1,Urn@ngrap
9,urSprUNsl&nt
578,UrtWl
5,UrtWlsfErmTg@n
67,fB
1,fAt@rx@n
1,v&riomet@r
1,fat@rhBs
226,fat@rl&nt
13,fat@rUnz@r
9,fWlx@n
31,fEr&ntvOrtUNsb@vUstzWn
13,fEr&ntvOrtUNsg@fyl
37,vErp
1,fErb&ntm&terial
1,fErb&n==Xk
185,fErbot
4,fErbo=SIlt
236,fErbrEx@n
2,fErbrEx@r&lbUm
10,vErbUm
9,fErd&x=momEnt
8,fErdEk
32,fErdErb@n
110,fErdinst
437,fErfar@n
16,fErf&sUNsg@rIxt
2,fErfygUNsrExt
49,fErge@n
115,fErgnyg@n
1098,fErhEltnIs
38,fErhENnIs
378,fErh&lt@n
33,fErhTr
8,fErhytUNsmIt@l
13,fErkerskaOs
1,fErkershInd@rnIs
9,fErkers=Wx@n
18,fErlakshBs
108,fErl&N@n
5,fErlis
38,fErmExtnIs
168,fErmTg@n
37,fErnem@n
2,fErOrdnUNsbl&t
1,fErrYktverd@n
37,fErzXmnIs
10,fErz&nthBs
17,fErSUld@n
19,fErze@n
1,fErsmas
3,fErzOrgUNsnE=
78,fErSprEx@n
369,fErStEntnIs
27,fErStEk
2,fErStEkSpil
2,fErzuxsk&ninx@n
516,fErtrB@n
9,fErtrB@nsvotUm
50,fErv&ltUNsg@rIxt
23,fEr=WxnIs
31,vetorExt
2,vix
88,vi
1,filEk
15,filf&x@
22,firEk
129,fIrt@l
48,fIrt@ljar
20,fIrt@ljarhUnd@rt
1,fIrt@l+Unt
3,vIl@nfIrt@l
11,violinkOn=Ert
14,vizUm
1,viv&t
2,fTg@lx@n
1,fTglWn
4,fLlkx@n
56,fLlk@rrExt
11,vok&bular
2,vok&bulariUm
3460,fOlk
38,fOlksfEst
38,fOlkslit
8,fOlkstUm
30,fOlksvag@nvErk
12,fOlbat
3,fOlblut
10,fOlgas
2,fOlg@fyl
2,fOlkOrnbrot
32,vOlt
1,vOltqper
234,forbIlt
14,fOrd@rrat
88,forfElt
2,forg@bIrg@
3,forg@fyl
92,forge@n
1,forg@leg@
230,forhab@n
3,forhEN@SlOs
30,forh&nd@nzWn
484,forjar
10,forkBfsrExt
21,forkOmnIs
1,forl&nt
3,forleb@n
1,forlezUNsfEr=WxnIs
4,formUntS&f=g@rIxt
1,forprogr&m
34,forrExt
5,forSIf
4,forSlaksrExt
25,forSpil
147,forSt&n=mItglit
1,forStElUNsfErmTg@n
80,forUrtWl
4,forvErk
26,forvOrt
23,for=Wx@n
11,for=Im@r
27,votUm
1,vUlgArl&tWn
132,ve
1,v&xbot
39,v&ks
1,v&ksfigur@nk&binEt
4,v&kstux
184,v&kstum
1,vAg@lx@n
6,vEltx@n
3,vag@nrat
1,vag@nrEn@n
103,v&knIs
11,val&lt@r
45,valErgepnIs
2,valf&x
31,valg@zE=
8,vallokal
8,valpl&kat
52,valrExt
17,var=Wx@n
13,vWz@nhBs
13,vWz@nkInt
1,v&lrOs
72,v&l=vErk
6,v&ms
1,v&ntbrEt
8,v&ntg@mAld@
2,v&n@nbat
15,v&p@n
1,v&p@ntir
11,var@n&ng@bot
47,var@nhBs
4,var@nlag@r
11,var@n=Wx@n
1,v&rmlBf@n
6,v&rmv&s@r
1,v&rng@rAt
1,v&rnlIxt
1,v&rnzIgnal
9,v&rn=Wx@n
14,v&rt@=Im@r
11,v&r=@nSvWn
1,v&SbrEt
15,v&SmIt@l
2,v&SpUlf@r
1,v&Sv&s@r
503,v&s@r
7,v&s@rfar=Xk
6,v&s@rglas
2,v&s@rklozEt
1,v&s@rrExt
5,v&s@rrezErvoar
3,v&s@rror
1,v&s@rStOfzupErOksyt
13,v&s@rvErk
1,v&s@r=Wx@n
15,v&t
19,v&t
2,v&t@nmer
1,vEks@lgElt
11,ve
32,ver
31,ver
106,vWp
24,vWpx@n
1,vWpsbIlt
1,vWpsStYk
8,vWd@l&nt
2,vWtm&nshWl
8,vWn&x=g@SENk
6,vWn&x=lit
4,vWv&s@r
19,vWlx@n
3,vWnf&s
8,vWnglas
6,vWngut
1,vWnlokal
142,vWs
8,vWsbrot
4,vW=@nfElt
1,vW=@nmel
7,vElblEx
1,vEl@ntal
56,vElt&l
68,vEltbIlt
2,vEltg@rIxt
7,vEltmer
1,vEltrBmfar=Xk
5,vEltrWx
9,vEltvUnd@r
7,vErb@fErnze@n
10,vErb@mIt@l
1503,vErk
16,vErkStYk
139,vErk=Xk
112,vertp&pir
11,vertUrtWl
3,vert=Wx@n
657,vez@n
9,vEstgElt
1,vEtbyro
390,vEt@r
4,vEt@r&mt
43,vEtrYst@n
1,vEtSvIm@n
1,vid@rSpil
2,vid@rStreb@n
12,vid@rBfnam@fErfar@n
29,vid@rhTr@n
52,vid@rze@n
1,vig@nlit
2,viz@l
45,vIlt
2,vIltbrEt
3,vIlt+ert
11,vIltSvWn
2,vIntrat
6,vINk@lWz@n
10,vInt@rg@trWd@
1,vInt@rklWt
7,vInt@rkv&rtir
24,vInt@rzemEst@r
10,vIrb@ltir
5,vIrtS&f=&pkOm@n
12,vIrtS&f=g@bXd@
4,vIrtS&f=gElt
23,vIrtS&f=jar
32,vIrtS&f=leb@n
15,vIrtS&f=zYstem
10,vIrtS&f=v&kstum
22,vIrtS&f=vUnd@r
14,vIr=hBs
2,vIStux
496,vIs@n
6,vIs@nsg@bit
4,vI=bl&t
2,vOx@nbEt
7,vOx@nbl&t
682,vOx@nEnd@
4,vOx@nEnthBs
6,vLlkx@n
52,vLrtx@n
37,vLrt@rbux
1,vLrtlWn
121,vol
22,volb@find@n
6,volb@hag@n
1,volg@f&l@n
1,volg@fyl
3,volleb@n
6,volfErh&lt@n
35,volvOl@n
19,vong@bXd@
6,vongElt
98,vonhBs
18,vonhWm
7,vonUNs&mt
13,vonfIrt@l
117,von=Im@r
29,vOlfr&m
1,vOlg&rn
2,vOlg@veb@
1,vOlklWt
3,vOltux
1141,vOrt
1604,vOrt
1,vOrtfElt
7,vOrtg@fExt
23,vr&k
1,vYrf@lSpil
20,vYrstx@n
275,vUnd@r
4,vUnd@rkInt
1,vUnd@rmIt@l
9,vUnd@rvErk
1,vUntfib@r
1,vUntmal
3,vUnSbIlt
11,vUnSdENk@n
4,vUnSkInt
3,vUrfg@SOs
1,vUrmmIt@l
1,vutg@hXl
58,Iks
1,ksenOn
10,YpsilOn
1,=An@kl&p@rn
2,=E+x@n
16,=al@nlOto
19,=alUNsmIt@l
1,=ar@nrWx
1,=ar@ntum
2,=artg@fyl
11,=Bb@rvOrt
1,=Exg@lag@
2,=ed@rnhOl=
42,=ent@l
468,=Wx@n
228,=Wt&lt@r
1,=WtUNsvez@n
2,=Wt=Wx@n
1,=Elg@veb@
6,=EntralnErv@nzYstem
3,=ig@ld&x
17,=If@rbl&t
2,=ig&rEt@nEtvi
1,=ig&rEt@np&pir
791,=Im@r
9,=Im@rmAtx@n
62,=ub@hTr
8,=YnthOl=
46,=ug@StEntnIs
1,=ugrUnd@ge@n
17,=uhBz@
2,=ukYnftIg@
3,=uz&m@ng@hTrIxkW=g@fyl
53,=uz&m@nleb@n
11,=uz&m@nzWn
20,=uz&m@nSpil
36,=uz&m@ntrEf@n
97,=uz&m@nvIrk@n
5,=uz&=&pkOm@n
40,=uSt&nd@kOm@n
9,=utrB@n
9,=vWg@SprAx
1,=vIS@ndEk
3,=vIS@nErgepnIs
4,=vIS@nglit
2,=yprEs@nhOl=
