X2_phon,Freq
5dystRijEl,2.97
5dystRijEl,2.97
inefikasite,0.27
in@plwa,0.1
inEpsi,1.48
inERsi,0.95
inERti,0.95
inEkspeRj@s,0.28
5feRj9R,0.52
5feRj9R,0.52
5feRjoRite,1.06
5fajibilite,0.28
5fami,2.22
5f@,5.52
5f@t,5.52
5f@tRi,3.79
5faRktys,4.87
5fEksj6,10.62
5fEstasj6,0.12
5fidelite,1.4
5filtRasj6,1.71
5fini,3.39
5finite,0.62
5fiRm9Ri,7.14
5fiRmjER,39.56
5fiRmjERmaZOR,0.14
5fiRmje,39.56
5fiRmite,0.93
5flamasj6,0.88
5flasj6,1.72
5flEksj6,0.23
5fly@s,13.96
5fly,0.25
5fo,25.5
5fORme,0.42
5fORmat9R,4.15
5fORmatisj5,1.03
5fORmatisjEn,1.03
5fORmasj6,63.2
5fORmatik,4.6
5fORmatRis,4.15
5fORtyn,1.3
5fRaksj6,3.95
5fRaRuZ,1.31
5fRastRyktyR,0.93
5fyzj6,0.57
5ZeniRi,0.94
5Zenj9R,21.12
5Zenjozite,0.7
5Zeny,0.99
5Zeny,0.99
5Zen8ite,0.52
5ZeR@s,0.23
5ZEstj6,0.17
5gRedj@,4.22
5gRa,3.11
5gRat,3.11
5gRatityd,1.32
inalat9R,0.93
inalasj6,0.67
inibit9R,0.84
inibisj6,1.51
inymanite,0.28
inymasj6,0.31
inimitje,0.33
inikite,1.06
inisje,0.97
inisje,0.97
inisjal,4.02
inisjalizasj6,0.55
inisjat9R,0.11
inisjasj6,1.63
inisjativ,8.76
inisjatRis,0.11
5ZEkt9R,0.6
5ZEksj6,8.98
5Z6ksj6,1.58
5ZyR,4.58
5Zystis,6.59
inos@s,10.63
inos@,24.68
inos@t,24.68
inovasj6,1.06
inokylasj6,0.24
in6dasj6,3.21
inOks,0.13
inOksidabl,0.23
5kjetyd,10.04
5kjE,1.9
5kizit9R,1.45
5kizisj6,3.15
5sekyRite,0.92
5seminat9R,0.27
5seminasj6,0.67
5sanite,0.44
5satisfaksj6,0.22
5skRipsj6,7.17
5skRi,0.64
5skRit,0.64
5sEkt,13.79
5sEktisid,1.05
5s@se,1.57
5s@se,1.57
5s@sibilite,0.28
5sER,0.3
5sERsj6,0.64
5siN,5.56
5siNifj@s,0.18
5sin8asj6,1.62
5sist@s,1.53
5solasj6,0.56
5sol@s,2.75
5sOl,1.31
5sol@,1.31
5sOmni,3.69
5susj@s,1.15
5susj@,0.27
5sumi,0.36
5sumiz,0.36
5spEkt9R,69.77
5spEksj6,7.8
5spEktRis,69.77
5spiRe,0.25
5spiRe,0.25
5spiRat9R,0.13
5spiRasj6,7.38
5spiRatRis,0.13
5stabilite,0.93
5stalasj6,6.75
5st@s,2.12
5st@,189.41
5st@tane,0.33
5stigat9R,1.04
5stigasj6,0.14
5stigatRis,1.04
5st5,16.95
5stity,5.49
5stityt9R,11.8
5stitysj6,9.41
5stitytRis,11.8
5stRykt9R,1.6
5stRyksj6,22.37
5stRym@,22.67
5stRym@tasj6,0.23
5sy,3.74
5sybORdinasj6,1.17
5syfiz@s,1.4
5sylin,1.45
5sylte,0.19
5sylte,0.19
5sylt,10.49
5syRZe,0.33
5syRZe,0.33
5syREksj6,1.4
5tegRal,0.45
5tegRalite,0.43
5tegRasj6,1.28
5tegRite,4.1
5teRE,81.09
5teRese,1.47
5teRese,1.47
5teREs@,13.95
5teREs@t,13.95
5teRj9R,90.11
5teRim,1.1
5teRjoRizasj6,0.14
5teRjoRite,0.1
5telEkt,1.14
5telEkt8El,5.09
5telEkt8El,5.09
5teliZ@s,18.41
5teliZEnsja,0.44
5t@peR@s,0.17
5t@peRi,0.42
5t@d@s,1.37
5t@d@,4.55
5t@d@t,4.55
5t@site,3.11
5t@sj6,51.11
5tER,0.84
5tERaksj6,0.92
5tERsEpt9R,0.45
5tERsEpsj6,1.2
5tERsepsj6,1.2
5tERsesj6,0.2
5tERdep@d@s,0.11
5tERdiksj6,3.11
5tERdi,3.54
5tERdit,3.54
5tERfeR@s,3
5tERfeR6,0.12
5tERfas,1.35
5tERlokyt9R,1.28
5tERlokytRis,1.28
5tERlyd,0.3
5tERmEd,0.89
5tERmEdzo,0.1
5tERmit@s,0.57
5tERne,0.3
5tERna,2.37
5tERnasjonal,0.87
5tERnasjonal,0.87
5tERnasjono,0.87
5tERn9m@,0.51
5tERpelasj6,0.23
5tERfOn,1.87
5tERpRetasj6,5.49
5tERogat9R,0.21
5tERogasj6,2.26
5tERogatwaR,11.66
5tEROgatRis,0.21
5tERypt9R,2.94
5tERypsj6,2.88
5tERseksj6,1.16
5tERstis,0.33
5tERval,2.82
5tERv9n@,0.35
5tERv2n@t,0.35
5tERv@sj6,13.33
5tERv@sjonist,0.11
5tEst5,4.29
5tifada,0.42
5timidasj6,0.77
5timite,10.8
5tityle,0.38
5toleR@s,0.93
5tonasj6,0.55
5tOks,0.34
5tOksikasj6,1.51
5tRig@,0.4
5tRig@t,0.4
5tRig,4.8
5tRodyksj6,2.45
5tRospEksj6,0.33
5tROspeksj6,0.33
5tRovERti,0.27
5tROvERti,0.27
5tRy,4.35
5tRyz,4.35
5tRyzj6,4.61
5tybasj6,0.86
5t8isj6,9.37
inytilite,0.56
5validite,0.99
5vazj6,7.15
5vEktiv,0.25
5v@dy,0.47
5v@tER,4.02
5v@t9R,3.34
5v@sj6,10.37
5vERsj6,0.76
5vERtebRe,0.2
5vERti,0.56
5vEstigat9R,0.13
5vEstigasj6,3.26
5vEstigatRis,0.13
5vEstism@,7.38
5vEstis9R,2.64
5vEstityR,0.38
5v5sibilite,0.11
5vjolabilite,0.13
5vizibilite,0.45
5vizibl,1.06
5vite,41.19
5vite,41.19
5vitasj6,18.27
5vit,2.27
5vokasj6,0.69
5vREs@bl@s,0.17
5vREz@bl@s,0.17
5vylneRabilite,0.28
jOd,1.15
j6,0.85
jonizasj6,0.23
jonosfER,0.2
jota,0.22
ipeka,0.32
iRakj5,0.64
iRanj5,0.36
iRanjEn,0.36
iRakj5,0.11
iR,0.58
iRidjOm,0.18
iRis,3.93
ajRiSkOfi,0.16
iRl@dE,3.37
iRl@dEz,3.37
iRoni,6.05
iRealite,0.14
iRegylaRite,0.96
iRegyljER,0.24
iRegylje,0.24
iReveR@s,0.3
iRadjasj6,0.27
iREspE,0.13
iREsp6sabilite,1.45
iRigasj6,0.86
iRitabilite,0.2
iRitasj6,1
iRypsj6,2.82
izabEl,0.16
izba,0.4
isba,0.4
iskemi,0.23
islam,2.84
ism,0.34
izole,0.84
izol@,0.45
izolasj6,1.02
izOlm@,5.63
izolwaR,0.75
izotOp,0.64
isRaelj5,4.53
isRaeljEn,4.53
isRaelit,0.41
isy,16.52
izm,0.19
italjano,0.24
italj5,23.82
italjEn,23.82
itineRER,4.18
itineR@,0.2
iv,0.81
ivwaR,1.98
ivRE,0.21
ivREs,3.56
ivRONRi,0.21
Zi,64.31
ZeRemjad,0.93
Zez8it,1.54
Zezy,8.19
Zabo,0.16
ZaSER,0.12
Zas5t,0.15
dZak,2.26
ZakEt,0.23
ZakE,0.23
Zakpo,1.96
Zak,2.26
Zakobit,0.18
Zakobit,0.18
ZakaR,0.11
Zak,3.12
ZakE,0.25
Zakt@s,0.4
Zakyzi,3.46
Zad,0.66
Zaf,0.17
ZagwaR,0.91
Zajism@,0.25
ZE,0.43
ZaZa,0.2
Zal6,0.17
Zaluz,6.97
Zaluzi,13.67
Zalu,6.97
dZamsesj9n,0.16
Zamaik5,0.19
ZamaikEn,0.19
Z@b,113.82
Z@bjER,0.26
Z@b6,9.43
Z@,0.1
Z@t,1.22
Z@vje,8.34
Zap6,0.2
ZaponE,13.23
ZaponEz,13.23
ZakEt,1.34
ZaR,0.12
ZaRd5,60.21
ZaRdinaZ,1.65
ZaRdinE,0.18
ZaRdinjER,0.39
ZaRdinje,7.29
ZaRg6,1.91
ZaR,1.25
ZaRE,1.31
ZaRtEl,0.14
ZaRtjER,1.65
Zasm5,1.57
Zat,0.18
ZoZ,1.44
Zonis,0.51
Zava,0.46
ZavEl,1.33
Zavlo,0.71
dZaz,7.38
dZazROk,0.14
dZazman,0.34
dZazmEn,0.34
Z2,5.28
Z9nsekwa,0.34
Z2n,1.84
dZin,6.55
Z@futR,0.41
ZanEt,0.27
dZins,6.55
dZip,4.65
Zeni,0.12
xeREs,0.67
dZERk,0.11
ZeRikan,0.37
ZERikan,0.19
ZeRikan,0.42
ZERzE,0.51
ZERsE,0.51
dZEt,10.49
dZEtsEt,0.42
Z9te,0.76
Z9te,3.43
Z9te,2.62
Z9t9R,0.23
Z9t2z,0.23
Z9t6,10.27
Z2,190.44
Z2k6kuR,0.1
Z2di,26.09
Z9nEs,28.71
Z9nE,0.11
Z9nEt,0.17
Z9no,1.56
dZing9l,1.14
dZing9ls,1.14
ZjyZitsy,0.35
Zoaje,0.39
dZOb,28.62
ZobaR,0.46
dZOge,0.34
dZOg9R,0.34
dZOg9R,0.26
dZOgZ9R,0.26
dZOg2z,0.26
dZOgiG,2.21
Zwa,75.09
Zw5,8.38
dZOjntvEntS9R,0.16
Zw5tyR,0.52
ZoZo,0.68
ZokER,3.54
Zoli,0.96
Z6,0.24
Z6Se,0.1
Z6ksj6,0.6
Z6gl9R,0.58
Z6gl2z,0.58
jOnkER,0.34
Z6k,0.34
Z6kij,0.39
ZozEf,0.17
Zu,32.28
ZwE,25.5
Zw9R,28.45
Zw2z,28.45
Zufly,0.47
Zu,2.48
Zwis@s,1.96
ZuZu,1.63
ZuZu,0.82
Zul,0.22
ZuR,1061.92
ZuRne,174.89
ZuRnal,110.8
ZuRnal2z,0.12
ZuRnal2,0.12
ZuRnaljER,0.1
ZuRnalje,0.25
ZuRnalizm,3.25
ZuRno,110.8
Zut,1.25
Zuv@s,0.81
Zuv@so,0.28
Zuv@sEl,0.28
Zwajo,3.6
ZOjstik,0.11
Zybile,0.33
Zybilasj6,0.32
Zydaizm,0.51
Zyda,1.28
Zydo,0.9
ZyZe,0.19
ZyZ,66.45
ZyZm@,21.43
ZyZOt,1.07
ZygylER,0.6
Z8if,45.32
Z8ijE,11.97
Z85,13.4
Z8iv,45.32
Z8ivRi,0.1
dZukbOks,1.61
Zyl,4.13
Zylo,0.12
dZ9mbo,0.52
Zymo,13.74
ZymEl,5.61
Zym@,6.67
dZ9mp9R,2.26
dZ9mpiG,0.21
Z1gl,16.47
Z9nki,5.15
Zynki,0.15
Z1t,0.17
Zyp,12.76
ZypEt,0.66
Zyp6,3
ZyRe,8.82
ZyRe,8.82
ZyRidiksj6,2.63
ZyRispRyd@s,0.82
ZyR6,2.1
ZyRi,18.8
Zy,22.36
Zyskjam,0.11
ZystokOR,0.22
Zyst,18.73
ZystEs,1.91
Zystis,50.96
ZystisjER,1.97
Zystisje,1.97
Zystifikatif,0.49
Zystifikasj6,0.96
Zyt,0.64
Zykstapozisj6,0.17
ka,9.93
ka,0.29
kepi,2.39
keRabo,0.1
keRozEn,0.91
kabal,0.2
kabuki,0.42
kadiS,0.2
kadi,0.11
kaki,0.68
kaleidoskOp,0.21
kalaknikOv,0.17
kali,0.19
kami,0.2
kamikaz,1.26
kan,0.12
kana,0.12
k@guRu,1.85
kapo,0.29
kapa,0.17
kaRaoke,0.99
kaRate,2.64
kaRi,0.19
kaRma,10.73
kaRt,0.3
kaRtiG,0.34
kat@gE,0.1
kajak,0.34
kazak,0.1
kebab,0.78
k9bab,0.78
kEndo,0.24
kERmEs,0.96
kEtS,0.11
kEtS9p,4.45
k9f,2.83
k2m,0.35
k9vlaR,0.26
kan,0.3
kibuts,1.85
kik,0.47
kike,0.14
kid,6.62
kidnap9R,3.55
kidnapiG,5.58
kif,1.25
kiki,0.53
kil,0.17
kilim,0.28
kilo,22.54
kilogRam,0.17
kiloERts,0.14
kilomEtR,24.8
kilomEtR9R,0.14
kilometRaZ,0.5
kilotOn,0.1
kilt,0.55
kimono,2.11
kjOsk,4.05
kip,0.63
kipa,0.52
kiR,0.63
kiRgiz,0.14
kiRS,0.56
kit,7.33
kitS9nEt,0.19
klaks6,5.55
klinEks,1.35
klistR6,0.12
knOkawt,0.12
koala,0.19
kobOld,0.37
kodjak,0.31
kOlkoz,1.11
kOlkozj5,0.2
kOlkozjEn,0.2
kom@d@ntuR,0.27
kOm@do,0.28
kOmsomOl,0.25
k6do,0.12
kopEk,1.52
kopEk,0.14
kOt,0.33
kulak,0.11
kRak,0.15
kRaft,0.8
kRakEn,0.14
kRil,0.17
kRipt6,1.04
kOmkwat,0.16
kuGfu,1.12
kyRsal,0.2
kvas,0.2
kiRjeeleisOn,0.41
kist,0.57
El,5.44
lavwaR,0.15
l,5.44
la,3.62
lES,1.42
lESbOt,0.11
lESbOt,0.68
lESky,1.29
lESvitRin,0.26
lEpR,1.4
lEvR,37.91
laSe,0.95
laSte,4.17
laS9R,0.67
laS2z,0.67
le,2.3
leSaZ,0.19
leS9R,0.47
leS2z,0.47
lesitin,0.15
leZERte,1.35
legalite,2.39
lega,0.15
leZ@d,20.41
leZj6,6.66
leZjonER,1.23
leZislat9R,0.47
leZislatif,0.2
leZislasj6,1.16
leZislativ,0.2
leZislatyR,0.2
leZitimite,0.76
legym,15.16
lemyRj5,0.34
leninizm,0.27
leopaR,3.64
lepR2z,2.65
lepR2,2.65
lepRozRi,0.32
lezj6,4.37
letaRZi,0.76
levjat@,0.27
levitasj6,0.46
levRije,0.94
lezaR,6.16
lezaRd,6.16
laik,0.32
laisite,0.29
lajys,1.78
labEl,1.59
lab9R,3.73
labo,29.95
laboR@t5,0.12
laboR@tin,0.12
laboRatwaR,14.74
labuR,0.67
labuRaZ,0.14
labuR9R,0.2
labRadOR,0.36
labiR5t,5.05
lak,31.16
laseRasj6,1.64
lasE,4.4
lak,0.16
lak,3.6
laktoz,0.69
lakyn,0.44
lad,0.2
lEjdiz,0.91
lEjdi,13.48
lEjdiz,13.48
lag6,0.84
lagyn,2.84
lE,0.26
lE,1.42
lEd,1.42
lEdR6,0.47
lEd9R,1.44
lEnaZ,0.17
lEn,6.41
lER,0.36
lese,0.81
lese,0.11
lesepuRk6t,0.23
lEs,72.53
lEslamwa,0.14
leseale,0.75
lEsepase,4
lE,59.62
lEtaZ,0.41
lEt@s,0.27
lEtRi,0.32
lEtjER,1.32
letje,1.32
lEt6,0.21
lety,2.52
lama,2.13
lam@t5,0.84
l@bada,0.13
l@bda,0.74
l@bo,2.41
l@b5,0.16
lam,14.22
lamEl,0.72
lam@tasj6,1.35
l@pe,0.26
l@padER,1.89
l@p,25.86
l@pj6,0.28
l@se,0.52
l@s,13.27
l@sflam,1.06
l@sfyze,0.12
l@sgR9nad,0.34
l@smisil,0.26
l@spjER,0.25
l@spjER,0.39
l@sRokEt,0.72
l@sm@,8.88
l@se,4.04
l@sR6,0.18
l@sEt,0.29
l@s9R,2.25
l@s2z,2.25
l@sje,0.55
l@d,2.77
l@do,1.01
l@d,1.69
l@diG,0.1
l@gaZ,16.68
l@Z,0.85
l@gust,2.98
l@gustin,0.48
l@g,69.11
l@gEt,0.1
l@g9R,0.36
lanjER,0.85
l@sk9nE,1.36
l@tERn,3.09
lapaRotomi,0.22
lapRo,0.31
lapidasj6,0.27
lap5,39.28
lapin,39.28
lap6,2.21
lapOn,2.21
laps,0.57
lapsys,0.93
lakE,1.15
lak,0.79
laRb5,3.17
laRs5,0.6
laR,8.62
laRd6,0.83
laRf9j,0.13
laRf9j,0.16
laRgaZ,1.36
laRZ,8.63
laRZEs,0.42
laRZ9R,1.58
laRgo,0.25
laRg,0.11
laRm,45.71
laR6,0.51
laRsEn,0.89
laRv,3.52
laR5Zit,0.27
laR5gOskOp,0.19
laR5goskOp,0.19
laR5gOskOpi,0.1
laR5ks,0.94
lazaN,1.94
laskaR,1.34
lasivite,0.16
lazER,7.87
lasityd,1.57
laso,1.02
latEks,1.65
lat5,6.62
latin,6.62
latino,2.89
latinoameRik5,0.1
latinoameRikEn,0.1
latityd,1.45
latRin,0.82
lat,1.15
lati,0.15
lodanOm,0.45
loRea,0.46
loRje,2.27
loRjeRoz,0.14
lavabo,3.38
lavaZ,5.09
lav@d,1.53
lav@djER,0.31
lavas,0.23
lav,3.13
lavl5Z,0.83
lavvEsEl,0.88
lavm@,1.38
lavRi,2.42
lavEt,1.57
lav9R,2.49
lav2z,2.49
laksatif,0.98
laksizm,0.28
lEjEt,0.18
lazaRo,0.27
l9s6,41.48
lid9R,12.72
lid9RSip,0.38
liziG,0.24
lEkt9R,6.31
lEktoRa,0.15
lEktRis,6.31
lEktyR,15.8
lego,0.44
lEgo,0.44
lEg,1.34
lE,0.8
lEm,0.16
lEmiG,0.16
l@dm5,29.29
l@t,0.81
l@t9R,1.16
l@tij,4.66
lEsbjanizm,0.12
lEzbj5,5.38
lEsbjEn,5.38
lesiv,8.51
lEst,0.97
lEt6,0.14
letRe,0.31
lEtRe,0.31
lEtR,156.77
lEtRkle,0.14
l2,0.92
l2semi,1.9
l2kosit,0.1
l9R,2.67
lEv,0.68
l9ve,0.46
l9ve,0.84
l9v5,0.18
l9ve,4.92
l9vje,3.46
l9vREt,0.65
l9vyR,1.05
lEksik,0.11
li,2.56
ljEZ,0.46
ljEvR,4.3
ljEz6,20.34
ljan,0.77
ljaR,0.23
ljas,1.24
libeRal,1.47
libeRal,1.47
libeRalizm,0.22
libeRalite,0.11
libeRat9R,1.7
libeRasj6,8.43
libeRatRis,1.7
libeRo,1.47
libanE,0.92
libanEz,0.92
libEl,0.14
libelyl,1.17
libElyl,1.17
libRa,0.16
libERte,79.53
libERt5,1.25
libERtinaZ,0.39
libERtin,1.25
libido,1.79
libReRi,5.97
libReS@Z,0.32
libRaRbitR,0.12
libj5,0.11
lis,0.63
lis@s,8.27
lis@sje,0.68
lis@sje,0.68
lis@sim@,3.93
likEn,0.11
liSEt,0.15
likORn,1.98
lidokain,0.36
li,0.88
lj5,35.89
ljER,0.43
ljEs,1.39
lj2,182
lj2,1.93
lj2tn@,80.99
lj2tn@kolonEl,1.74
lift,0.61
liftjER,0.39
liftje,0.39
liftiG,1.4
lif,0.61
ligam@,1.12
ligatyR,0.46
liNe,4.83
liNaZ,0.13
liN,89.83
liNit,0.14
lig,2.97
lila,2.28
liljase,0.14
limas,4.01
limaZ,0.26
l5b,0.81
limbo,0.36
lim,1.56
limje,1.12
limitasj6,0.74
limit,32.77
limoZaZ,0.11
lim6,0.53
limonad,6.17
limuz5,3.93
limuzin,3.93
l5,2.35
l5s9l,1.98
l5dOR,0.27
lin,1.08
lingam,0.54
l5Z,17.04
l5ZRi,4.13
l5ZEt,0.66
l5go,1.58
l5g8istik,0.54
lino,0.38
linoleOm,0.18
linOt,0.81
l5to,0.24
lj6,20.86
lj6so,0.21
ljOn,20.86
liposyksj6,1.04
lipotimi,0.1
lip,0.14
likEt,0.19
lik9R,5
likidasj6,0.81
likid,18.41
likidite,0.7
liR,28.88
liR6,0.14
lis,9.11
liz,0.2
lizjER,0.67
lis,0.15
list,71.56
listiG,0.26
list6,4.14
li,184.27
litani,0.59
litRi,0.29
litjOm,0.94
litogRafi,0.26
litjER,0.82
litiZ,0.78
litR6,0.2
liteRat9R,0.23
liteRatyR,8.48
litoRal,0.21
litORo,0.21
lit8anj5,0.21
livES,0.14
lividite,0.4
liviG,0.87
liviGRum,0.23
livRe,0.54
livREz6,13.68
livRE,3.26
livR9R,4.46
livR2z,4.46
lod9R,0.14
lObi,0.29
lObi,0.83
lOb,3.58
lobotomi,0.83
lokal,5.78
lokalizasj6,2.06
lokalite,0.36
lokasj6,5.51
loko,5.78
lOk,0.65
lOS,0.56
lOkawt,0.11
loko,0.73
lokomosj6,0.26
lokomotiv,3.95
lokys,0.15
lodEn,0.27
lOft,1.36
lOf,1.36
lOZ,13.69
lOZm@,11.13
loZ9R,1.52
loZ2z,1.52
lOdZja,0.1
loZisjEl,3.61
loZik,6.94
loZi,2.7
loZistik,0.8
logo,1.65
logOs,0.16
lwa,110.12
lw5t5,1.14
lwaR,0.69
lwaziR,5.09
lolita,0.1
lolo,1.81
l6bRik,0.28
l6,21.79
l6kuRje,0.26
l6Zevite,0.71
l6gan,0.14
l6Z,0.11
l6Zityd,0.46
l6g,4.62
l6gvy,0.3
l6g9R,9.42
luk,10.93
luks,10.93
lupiG,0.33
luz9R,1.09
lOp,1.01
lopEt,1.25
lop5,0.62
lOk,2.2
lokE,0.6
loR@,0.14
lOR,1.41
lORdz,1.41
lORNEt,0.13
lo,5.08
loz@Z,0.11
loze,4.77
lozER,4.77
lo,13.28
lOtRi,7.25
losj6,1.68
lotism@,0.77
loto,6.75
lOta,0.16
lOt,0.18
lotys,0.58
lw@Z,3.06
lubaR,1.73
lubaRd,1.73
luS,1.86
lw9R,0.65
lw2z,0.65
lufja,0.2
lwi,5.01
lulu,1.48
lulut,0.45
lu,30.42
lugaRu,3.98
lupe,0.72
lup,1.71
lupjo,0.13
luR,1.25
luRdo,0.64
luRd,1.25
luRd9R,0.2
lutR,2.52
luv,30.42
luvto,0.23
lwajote,9.38
lwaje,17.18
lybi,2.41
lybRisite,0.57
lybRifj@,0.63
lybRifikasj6,0.14
lykaRn,0.95
lysidite,1.92
lysjOl,1.5
lykR,0.14
l89R,6.65
lyZ,1.22
lyZe,0.38
l6bago,0.16
lymjER,134.83
lyminozite,0.66
l1p,0.14
l9ntS,0.54
l1di,36.94
lyn,61.02
lynEt,33.33
lypanaR,0.21
lyp5,0.25
lypys,1.28
lyREks,0.2
lyR6,0.69
lyROn,0.69
lystR,3.92
ly,0.14
lyt,0.17
lyteRj5,0.12
lyteRjEn,0.12
lytje,0.11
lyt5,2.14
lyt,23.18
lyt9R,1.27
lyt2z,1.27
lyts,4.52
lyks,0.34
lyksasj6,0.38
lyks,15.62
lyksyR,2.92
lyksyRj@s,0.1
lyzERn,0.44
lise,42.56
lise5,3.55
liseEn,3.55
lik@tROp,0.1
lik@tRopi,0.18
litSi,0.16
likRa,0.28
l5f,0.2
l5fosit,0.18
l5fom,0.3
l5S,0.29
l5SaZ,0.99
l5ks,1.73
liR,0.71
liRizm,0.26
lis,2.41
lizozom,0.14
Em,69.91
mES,9.87
mER,686.79
mERgR@,0.89
mEtR,43.49
maS,0.81
maSwaR,7.9
mal,11.72
ma,1.67
mat5,0.26
matin,0.57
matyR,0.14
myR,1.22
myRje,0.48
myRism@,0.1
me@dR,0.72
mesEn,0.82
mekanisj5,5.81
mekanisjEn,5.81
mekanik,3.75
mekanizm,4.59
mekano,2.5
meS@ste,4.13
meS@,14.82
mek6t@,0.62
mek6t@t,0.62
mek6t@tm@,1.62
mekRe@,1.41
medaje,0.24
medaje,0.24
medaj,16.32
medaj6,1.77
mEds5,140.19
mEds5SEf,0.56
mEds5maZOR,0.7
mEdsin,23.51
medja,10.23
medjaskOp,0.14
medjast5,0.2
medjat9R,0.6
medjasj6,0.46
medjatizasj6,0.23
medjatRis,0.6
medikam@,41.82
medikasj6,0.23
medina,0.37
medjokRite,2.04
mediz@s,0.13
mediz@,0.17
mediz@t,0.17
meditasj6,3.14
meditERane5,0.45
medjOm,6.07
medjys,0.16
medOk,1.48
medyz,1.5
mefE,1.85
mefj@s,2.21
mefj@,0.24
meZER,0.83
meZER,0.18
megalomani,0.25
megafOn,0.89
megatOn,0.39
mego,2.66
meaRi,0.14
mel@koli,2.6
mel@Z,9.9
melanom,0.52
melas,1.31
melatonin,0.11
melimelo,0.39
melo,0.89
melodi,4.08
melodRam,1.09
meloman,0.44
memER,1.03
meme,8.21
memo,3.21
memoR@dOm,0.1
memoRjal,0.81
memoRjo,0.81
menaZER,2.57
menaZ,29.46
menaZm@,0.45
menaZe,2.57
menaZRi,0.56
menEstREl,0.43
men5Z,1.08
men5Zit,0.99
menisk,0.39
menopoz,0.83
mepRi,7.39
mepRiz,0.96
meRidj5,0.25
meRidjEn,0.25
meRidjonal,0.78
meRidjono,0.78
meRit,8.49
meRu,0.99
mez@Z,0.42
mezav@tyR,0.78
mez@t@t,0.11
meta,0.14
meteo,8.9
meteOR,1.06
meteoRit,4.87
meteoRoloZi,0.13
metabolizm,1.27
metakaRp,0.13
metal,14.36
metalyRZi,0.16
metalyRZist,0.27
metamORfoz,1.59
metafOR,4.71
metafizik,0.37
metastaz,0.28
meto,14.36
meteje,0.23
met@psikoz,0.14
metadOn,0.73
metan,0.7
metanOl,0.13
metOd,24.87
metodoloZi,0.27
metje,55.03
metis,2.12
metisaZ,0.23
metis,2.12
metRaZ,0.91
metRo,18.17
metRonOm,0.16
metRopOl,1.17
mais,6.33
mas6,3.79
masOn,3.79
masOnRi,0.69
mEtR,128.55
mEtR9S@t9R,0.21
mEtR9Sj5,0.11
mEtR9naZ9R,0.45
mEtREs,26.59
metRiz,4.22
mele,0.64
mabul,0.34
mabul,0.34
mak,7.74
masedwan,0.14
masedonj5,0.23
makadam,0.23
makadamja,0.11
makak,1.72
makaR6,0.34
makaRoni,3.11
makabe,2.63
makfaRlan,0.34
maSEt,2.64
maS5,14.6
maSinasj6,1.51
maSin,67.72
maSinuti,0.11
maSinRi,0.23
matSizm,0.36
matSo,3.19
makintoS,0.26
makRame,0.14
makRobjotik,0.14
makymba,1.2
madER,0.11
madam,307.36
madlEn,0.98
madmwazEl,73.98
madOn,5.25
madR,0.62
madRije,0.14
madRigal,0.14
madRigo,0.14
malstROm,0.14
maEstRo,5.96
mafja,11.56
mafj2,0.94
mafjozi,0.73
mafjozo,0.73
magaz5,60.62
magazinjER,0.55
magazinje,0.55
magazin,21.42
maZ,1.57
magReb5,0.81
magRebin,0.81
maZisj5,13.76
maZisjEn,13.76
maZi,25.66
maZistER,0.1
maZistRa,3.28
maZistRat,3.28
maZistRatyR,1.12
magma,0.33
maNezjOm,0.75
maNetizm,1.41
maNetofOn,2.7
maNetoskOp,2.12
maNanimite,0.13
magna,0.96
maNifis@s,0.27
maNityd,0.25
maNolja,0.14
magnOm,3.69
mago,2.24
maguj,2.73
maguj9R,0.43
magjaR,0.1
maZ6G,1.54
maaRadZa,0.14
maaRadZa,1.47
maaRadZa,0.51
maaRani,1.12
mEd,0.13
mEgR9lE,0.27
megRiS6,0.96
megRiSOn,0.96
mEgRiSOn,0.96
mEgRiS6,0.96
mEjl,3.29
maj,1.09
majE,0.46
maj6,1.12
majo,9.88
m5d9vR,0.89
m5fORt,0.36
m5miz,0.14
m5,499.6
m5tn@s,3.89
m5tj5,2.13
mER,28.17
mEREs,28.17
meRi,13.55
mEz6mER,0.12
mEzone,0.33
mEzonEt,0.57
mEz6,605.75
maZa,0.54
maZEste,43.43
maZ9R,0.65
maZ9R,0.65
maZoRdOm,2.87
maZoREt,1.11
maZoRite,11.43
maZyskyl,0.85
maki,0.12
mal,326.58
malEtR,0.34
maleme,0.21
maleme,0.21
malp@s@,0.14
malediksj6,14.17
malefis,0.89
malabaR,1.52
malad,41.24
maladi,66.04
maladREs,1.02
maladRwa,1.94
maladRwat,1.94
malaga,0.84
malE,0.31
mal@dR5,0.32
malapRi,0.17
malapRiz,0.17
malaRja,1.57
malS@s,5.68
malS@s2z,0.8
malS@s2,0.8
maldOn,0.14
mal@t@d@,0.38
mal@t@dy,11.82
malf9z@s,0.19
malfEt9R,2.93
malfORmasj6,0.5
malfRa,1.53
mal9R,56.89
mal2R2z,12.88
mal2R2,12.88
malonEtte,0.5
malis,1.29
maliN,22.67
mal5,22.67
malin,22.67
mal,7.96
malEt,9.3
malnytRisj6,0.58
malotRy,0.46
malpoli,0.2
malt,0.68
maltE,0.16
maltREt@s,0.66
malvEj@s,0.4
malvEj@,0.22
malvERsasj6,0.55
mam,0.63
mamzEl,0.11
mam@,540.21
m@ba,0.1
m@bo,1.58
mamEl,0.83
maml6,1.49
mami,18.66
mamma,2.27
mamifER,1.27
mamogRafi,0.15
mamut,1.38
