Freq,phon
1289,hIlf@
39,hIlf@lWstUN
16,hIlf@StElUN
12,hIlflozIxkWt
17,hIlfsb@rWtS&ft
17,hIlfskr&ft
1,hIlfsSul@
15,hImber@
6,hIm@lfart
9,hIm@lsrIxtUN
2,hInfElIxkWt
4,hInfart
34,hIngab@
2,hIngebUN
10,hInnam@
3,hInrWz@
20,hInrIxtUN
210,hInzIxt
1,hInt@rhEltIxkWt
6,hInt@rh&nt
7,hInt@rl&s@nS&ft
48,hInt@rlegUN
16,hInt@rtyr
7,hInvEndUN
8,hIn=ufygUN
1,hIp@
1,hIrnhBtEnt=YndUN
8,hIrz@
5,hIstologi
2,hIstorIk
99,hI=@
3,hI=@vEl@
31,hox&xtUN
12,hoxban
3,hoxblyt@
13,hoxbUrk
11,hoxeb@n@
5,hoxfin&n=
18,hoxkOnjUNktur
16,hoxkUltur
1,hoxlWstUN
5,hoxzEz~
2,hoxSE=UN
473,hoxSul@
1,hoxze
4,hoxzefIS@rW
5,hoxSp&nUN
9,hoxSp&nUNslWtUN
7,hoxSprax@
2,hoxStap@lW
5,hoxStImUN
6,hoxStras@
9,hoxtur
114,hox=Wt
1,hox=W=fW@r
11,hox=W=n&xt
11,hox=W=rWz@
26,hTxstg@SvIndIxkWt
21,hTxstlWstUN
49,hTflIxkWt
1,hTflIxkW=flOsk@l
990,hT@
18,hT@nlag@
4,hT@rEntvIklUN
52,hTl@
1,hTl@nmal@rW
1,hTlUN
67,hLl@
5,hLl@nm&Sin@
1,hTrIxkWt
1,hTrmUS@l
2,hTrvWt@
3,hofdam@
1,hoffAIxkWt
3,hOf&rt
600,hOfnUN
23,hOfnUNslozIxkWt
6,hofh&ltUN
68,hohWt
1,hologr&fi
1,hOl=kol@
1,hOl=UN
10,homogenitAt
3,homozEksu&litAt
7,honorirUN
13,hOrd@
1,hOrmonb@h&ndlUN
10,hOrnbrIl@
5,hOrnhBt
4,hOrnIs@
138,hoz@
43,hoz@nt&S@
2,hOsti@
41,hYft@
3,hyg@lkEt@
1,hyn@rbry@
43,hYl@
13,hYlz@
7,hYndIn
70,hYrd@
165,hYt@
2,hYt@nIndUstri
4,hUlt
17,hUldIgUN
6,humanizirUN
40,humanitAt
1,humorEsk@
1,hUnd@rtjarfW@r
13,hUnd@rtS&ft
1,hUnd@SnB=@
6,hUnd@StX@r
5,hUN@rkur
23,hUN@rsnot
16,hup@
10,hur@
3,hur@rW
84,hut
115,hut
42,hyAn@
10,hybrIs
5,hYdrBlIk
20,hygien@
29,hYmn@
1,hyp@rtrofi
25,hypotek@nb&Nk
20,hYsteri
1,ide&lizirUN
653,ide
1,ide@nlozIxkWt
1,ide@nvElt
1,idEntifik&=ion
9,idEntifi=irUN
7,ideolog@
160,ideologi
1,idiozYnkr&zi
1,idiotIn
9,idYl@
1,Ignor&n=
2,ikon@
10,IlegalitAt
1,IlegitimitAt
1,IlikviditAt
1,Ilo&jalitAt
1,Ilumin&=ion
21,IlUstr&=ion
58,IlUstrirt@
1,im&gin&=ion
1,imago
7,imit&=ion
5,Im&trikul&=ion
197,Imobili@
1,Imor&litAt
17,ImunitAt
16,Im+UN
7,Implik&=ion
1,ImpotEn=
1,ImprEgnirUN
17,Improviz&=ion
2,ImpUlzivitAt
3,In&ktivitAt
11,InbrUnst
7,IndIf@rEn=
18,Indik&=ion
8,IndIskre=ion
1,Individu&lizirUN
33,Individu&litAt
2,IndOktrin&=ion
3,IndOktrinirUN
3,IndolEn=
1,IndUk=ion
42,IndUstri&lizirUN
977,IndUstri
37,IndUstri&nlag@
72,IndUstrig@vErkS&ft
1,Inf&mi
10,Inf&nt@ri
18,InfEk=ion
9,InfEk=ionskr&NkhWt
12,InfIltr&=ion
83,Infl&=ion
1,InfOrmatIk
411,InfOrm&=ion
8,InfOrm&=ionskvEl@
18,Infr&StrUktur
1,InZeniTr&k&demi
7,Inhab@rIn
13,Inh&ftirUN
2,Inh&l&=ion
1,Inh&l=&ngab@
2,ini=ial@
1,ini=ial=YndUN
3,ini=i&=ion
429,ini=i&tiv@
11,InjEk=ion
4,InjEk=ionsSprI=@
5,Ink&rn&=ion
1,Inklin&=ion
1,InkOmpetEn=
2,InkOngruEn=
2,InkOnzekvEn=
2,InkOrEkthWt
2,In@n&rxitEktur
1,In@nBfnam@
12,In@nBsSt&tUN
11,In@nWnrIxtUN
1,In@nflEx@
36,In@npolitik
16,In@nzWt@
60,In@nSt&t
4,In@nt&S@
4,In@ntEmp@r&tur
5,In@nvElt
9,In@rlIxkWt
8,InIxkWt
1,Inov&=ion
8,InUN
6,Inkvizi=ion
59,InSrIft
422,Inz@l
4,Inz@lgrUp@
3,InzEr=ion
9,InzOlvEn=
18,InspEk=ion
2,InspEk=ionsfart
4,InspEk=ionsrWz@
8,Inspir&=ion
4,InSt&bilitAt
1,InStEndIxkWt
17,Inst&l&=ion
137,Inst&n=
262,Institu=ion
8,Institu=ion&lizirUN
50,InstrUk=ion
7,InstrumEntalmuzik
1,InstrumEntirUN
77,Ins=enirUN
1,IntegralrExnUN
79,Integr&=ion
1,IntegrirUN
19,IntegritAt
198,IntEligEn=
5,IntEnd&n=
55,IntEnzitAt
65,IntEnzivirUN
3,IntEnzifSt&=ion
16,IntEn=ion
2,Int@rEs@lozIxkWt
22,Int@rEs@ng@mWnS&ft
4,Int@rEs@nsfAr@
9,Int@rEs@nfErtretUN
20,Int@rEsirthWt
1,Int@rferEn=
117,Int@rn&=ional@
2,Int@rnirUN
2,Int@rpEl&=ion
101,Int@rpret&=ion
2,Int@rpUNk=ion
70,Int@rvEn=ion
3,Introniz&=ion
14,IntimitAt
7,IntimsfAr@
6,Intoler&n=
18,Inton&=ion
21,Intrig@
1,IntrospEk=ion
6,Intui=ion
3,Inv&lid@nrEnt@
4,Inv&lid@nfErzIx@rUN
1,Inv&liditAt
2,Inv&ri&nt@
3,Inv&ri&n=
42,Inv&zion
1,InvEn=ion
8,InvEstirUN
300,InvEsti=ion
1,In=Uxt
16,irIs
66,ironi
1,IrrealitAt
21,Ir@fyrUN
1,Irelev&n=
2,Ir@n&nSt&lt
7,Irfart
1,Irit&=ion
4,Irler@
11,IrUN
8,izol&=ion
24,j&xt
2,jAg@rW
99,jakt
2,jaktflInt@
2,jakttrofA@
93,jar@s=Wt
1,j&mb@
3,jBx@
4,_EsbEnt
6,_Esmuzik
3,jE=t=Wt
2,jOl@
4,ZUrn&lIstIk
11,ZUrn&lIstIn
4,jubilAUmsBsgab@
5,jubilarIn
4,jud@nfErfOlgUN
2,jydIn
850,jug@nt
13,jug@ntb@vegUN
5,jug@ntkriminalitAt
8,jUNf@r
3,jUNf@rnfart
2,jUNfrXlIxkWt
82,jUNfrB
1,jUNg@zEl@nbud@
38,xUnta
2,jurIsdIk=ion
56,Zyri
10,jus
1,Zy
1,jUsti=ia
88,jUsti=
10,jUsti=b@hTrd@
61,jut@
1,jUkst&
19,k&bal@
33,kab@l
36,kab@l
77,k&bin@
6,k&binE=kriz@
7,k&x@l
50,kad@r&ptWlUN
86,kElt@
8,kElt@vEl@
6,kEm+@rIn
3,kAz@rW
4,k&febon@
7,k&fek&n@
2,k&fem&Sin@
5,k&femyl@
1,k&fet&nt@
1,kalhWt
31,kWz@rIn
11,kWz@rSt&t
5,k&jyt@
1,k&kBbon@
9,k&kte@
3,k&lb@
2,k&liIndUstri
1,kalilBg@
54,k&lkul&=ion
10,k&lori
2,k&ltblytIxkWt
19,k&ltfrOnt
145,k&m@ra
21,k&m@ratS&ft
3,k&m@ratS&ftlIxkWt
261,k&m@r
47,k&m@rmuzik
89,k&mp&nj@
9,k&m+&pStImUN
26,k&m+h&ndlUN
14,k&n&liz&=ion
184,k&ndid&tur
15,k&n@
30,k&non@
1,k&non@nkug@l
72,k&nt@
18,k&n=@l
18,k&n=lW
8,k&n=l@rS&ft
186,k&p&=itAt
1,kap@rUN
100,k&pital&nlag@
90,k&pitalErhTUN
1,k&pitalflUxt
1,k&pitalizirUN
53,k&pitul&=ion
13,k&p@
6,k&priol@
42,k&ps@l
8,k&pu=@
1,k&r&f@
3,k&rbitl&mp@
2,k&rdinal=al
4,k&rkhWt
31,k&rik&tur
6,k&rOs@
2,k&rOt@
9,k&r@
102,k&rier@
283,k&rt@
8,k&rtW
11,k&rtWk&rt@
152,k&rtOf@l
1,k&rtotek
3,karvOx@
39,k&zErn@
4,k&skad@
18,k&sa
2,k&s&=ion
308,k&s@
20,k&sEt@
7,k&sir@rIn
6,k&sirUN
17,k&stani@
40,k&st@
2,k&stWUN
1,k&zuIstIk
1,k&t&kOmb@
168,k&t&strof@
111,k&tegori
37,k&tedral@
14,k&tod@
105,k&=@
42,kBfkr&ft
1,kBfm&nS&ft
25,kBzalitAt
24,kB=ion
4,k&v&lkad@
13,k&v&l@ri
2,kEkhWt
22,keg@lban
57,kel@
6,ker@
2,kerm&Sin@
13,kerzWt@
10,kertvEndUN
2,kWf@rW
3,kWl@rW
3,kWlSrIft
9,kWm=El@
19,kEl@
15,kEl@rtrEp@
2,kEl@rtyr
1,kEl@rvonUN
21,kEln@rIn
3,kElt@r
2,kElt@rW
1,kEnk&rt@
561,kEntnIs
4,kEntnIsnam@
33,keramIk
6,kErb@
2,kErk@rStraf@
21,kErnenErgi
7,kErnre&k=ion
3,kErnSp&ltUN
61,kEr=@
137,kEt@
12,kEt@nre&k=ion
12,kXl@
5,kXShWt
19,kif@r
1,kif@rhTl@
4,killini@
1,kim@
1,kiz@lerd@
11,kisgrub@
34,kilov&tStUnd@
10,kInd@rkr&NkhWt
9,kInd@rlAmUN
1,kInd@rlozIxkWt
12,kIp@
1267,kIrx@
2,kIrx@nkOnferEn=
8,kIrx@nmuzik
11,kIrx@nStX@r
3,kIrmEs
15,kIrS@
132,kIst@
1,kIt@lSYr=@
3,kl&d@
4,klAg@rIn
18,klAr&nlag@
104,klArUN
167,klag@
6,klag@mB@r
1,kl&m
45,kl&m@r
8,kl&mOt@
2,kl&Nf&rb@
1,kl&NfYl@
24,kl&p@
8,kl&p@r
5,kl&p@rSl&N@
1,kl&psmyl@
168,klarhWt
703,kl&s@
2,kl&s@n&rbWt
4,kl&s@ng@zElS&ft
1,kl&s@njUsti=
2,kl&sifik&=ion
5,kl&sifi=irUN
26,kl&sIk
6,klB@
16,klBz@l
1,kl&virStUnd@
1,kleb@
1,klWd@r&plag@
100,klWdUN
17,klWn&rbWt
4,klWnhWt
44,klWnIxkWt
7,klWnkUnst
1,klWnlIxkWt
1,klWnmytIxkWt
26,klWnSt&t
2,klWntir=Uxt
5,klWnvonUN
12,klEm@
1,klEmpn@rW
5,klEt@
2,klEt@r+l&n=@
28,klima&nlag@
1,klim&ks
1,klImp@rW
24,klIN@
30,klIN@l
113,klinIk
101,klINk@
27,klIp@
1,kloak@
7,klost@rSul@
37,klUft
20,klukhWt
1,kn&kvUrst
8,kn&phWt
1,kn&r@
3,kneb@lUN
17,knExtS&ft
4,knExtUN
1,knWf=&N@
23,knWp@
2,knibXg@
4,kniSWb@
1,knOx@nmyl@
2,knOl@
8,knOsp@
1,ko&gul&=ion
355,ko&li=ion
2,ko&li=ionsfrWhWt
32,ko&li=ionsregirUN
12,kobra
1,kOxkUnst
2,kOxpl&t@
1,kodEks
58,kLxIn
125,kTnIgIn
9,kLrp@rgrTs@
4,kLrp@rkr&ft
20,kLrp@rkUltur
4,kLrp@rlIxkWt
35,kLrp@rfErlE=UN
1,kLrp@rvErm@
2,kLstlIxkWt
138,koEksIstEn=
2,kohErEn=
132,kol@
12,kol@nzXr@
1,kolryb@
6,kokEt@ri
18,kokOsfaz@r
4,kokOsm&t@
3,kokOsnUs
1,kokOsp&lm@
8,kOlxoz@
3,kOlegialitAt
98,kOlegIn
28,kOlEk=ion
1,kOlEktif&rbWt
5,kOlEktifvIrtS&ft
12,kOlizion
13,kolonialhErS&ft
95,koloni
5,koloniz&=ion
1,kOlpOrtaZ@
1,koma
130,kOmbin&=ion
1,kOmbinirUN
19,komIk
16,kOm&nd&ntur
20,kOm&nditg@zElS&ft
3,kOm&ndo=Entral@
22,kOmod@
5,kOmunalpolitik
2,kOmunalfErv&ltUN
60,kOmun@
104,kOmunik&=ion
2,kOmunitAt
8,kOmut&=ion
3,kOmp&snad@l
5,kOmpEnz&=ion
49,kOmpetEn=
1,kOmpetEn=frag@
1,kOmpil&=ion
3,kOmplEtirUN
8,kOmplEksitAt
22,kOmplik&=ion
4,kOmpli=irthWt
34,kOmponEnt@
42,kOmpozi=ion
3,kOmprEsion
7,kOmpromIslTzUN
18,kOnditorW
2,kOndolEn=
11,kOnfEk=ion
890,kOnferEn=
1,kOnfigur&=ion
8,kOnfIrm&=ion
51,kOnfTder&=ion
32,kOnfrOnt&=ion
7,kOnfuzion
69,kOnjUNktur
4,kOnjUNkturSv&NkUN
2,kOnkluzion
2,kOnkre=ion
6,kOnkretizirUN
194,kOnkUrEn=
313,kOnzekvEn=
13,kOnzErv@
4,kOnzErv@nbYks@
15,kOnzErv@ndoz@
6,kOnzErvirUN
7,kOnzIstEn=
2,kOnzol@
34,kOnzolidirUN
2,kOnzon&n=
2,kOnspir&=ion
5,kOnst&nt@
71,kOnst&n=
25,kOnstEl&=ion
18,kOnstituirUN
22,kOnstitu=ion
57,kOnzUlt&=ion
55,kOnzumg@nOs@nS&ft
4,kOnzUm=ion
1,kOnt&min&=ion
5,kOntEmpl&=ion
9,kOnt@rrevolu=ion
69,kOntinuitAt
4,kOntonUm@r
6,kOntorIstIn
4,kOntrOll&mp@
364,kOntrOl@
3,kOntrOlfUNk=ion
1,kOntrOlirbarkWt
41,kOntrovErz@
28,kOntur
2,kOnvErgEn=
8,kOnvErz&=ion
2,kOnvErzion
2,kOnvErtibilitAt
1,kOnvErtirbarkWt
107,kOn=Entr&=ion
1,kOn=Entr&=ionsfAIxkWt
6,kOn=EntrirUN
164,kOn=Ep=ion
89,kOn=Esion
1,kOn=ipirUN
143,kooper&=ion
4,koOrdinat@
18,koOrdin&=ion
82,koOrdinirUN
1,kopek@
4,kO+&rbWt
5,kO+b@vegUN
3,kO+vUnd@
41,kopi
6,kOp@l
10,kOp@lUN
3,kOplUN
6,koprodUk=ion
2,kor&l@
2,kor&l@nkEt@
4,kOrd@l
1,korInt@
2,kOrkWx@
5,kOrnblum@
5,kOrnk&m@r
8,kOrpor&=ion
3,kOrpUs
8,kOrEkthWt
58,kOrEktur
44,kOrEspOndEn=
15,kOrUp=ion
4,kOsmetIkIndUstri
4,kOsmologi
19,kOst
24,kOstbarkWt
2,kOst@nfrag@
9,kOstprob@
3,kOstymirUN
1,kO=@
11,kr&b@
2,krEftIgUN
18,krA@
1,krAm@rzel@
7,krENkUN
2084,kr&ft
1,kr&ft&nStrENUN
1,kr&ftbry@
25,kr&ftprob@
29,krag@
9,kr&l@
1,kr&mp@
3,kr&m+ad@r
8,kr&Nk@ng@SIxt@
59,kr&Nk@nk&s@
3,kr&Nk@n+leg@
106,kr&Nk@nSvEst@r
84,kr&Nk@nfErzIx@rUN
1,kr&Nkh&ftIxkWt
447,kr&NkhWt
1,kr&shWt
1,kr&=bYrst@
2,kr&=@
15,krBz@
2,kr&v&t@nnad@l
3,kre&=ion
4,kre&tivitAt
13,kre&tur
1,krepsfOrSUN
2,krepsg@SvUlst
17,kredit&nSt&lt
62,kreditb&Nk
1,kreditvYrdIxkWt
14,krWd@
2,krWsb@vegUN
10,krWslBfStTrUN
2,krWszAg@
1,krEs@
21,krX=fart
40,krX=UN
20,krikfyrUN
1,kriksb@malUN
10,kriksErklArUN
1,kriksflOt@
9,kriksg@f&N@nS&ft
2,krikslIst
10,kriksm&rin@
50,kriminalitAt
71,kriminalpoli=W
2,kriminologi
10,krIp@
376,kriz@
7,kriz@nzitu&=ion
19,krizIs
1,krIst&liz&=ion
2,kritiklozIxkWt
1,krI=@lW
25,krTnUN
7,krTt@
159,kron@
6,kronkoloni
4,krYmUN
5,krum@
9,krUst@
412,kYx@
1,kYx@nvag@
11,kyl&nlag@
15,kyl@
3,kyltru@
14,kynhWt
5,kYm@rnIs
86,kYndIgUN
44,kYndIgUNsfrIst
28,kYnstl@rIn
13,kyr
163,kYr=@
70,kYr=UN
219,kYst@
4,kYst@nfIS@rW
2,kYst@nSIffart
3,kuf@
138,kug@l
1,kug@lfOrm
240,ku
4,kul@
2,kUlmin&=ion
1,kUltivirUN
460,kUltur
16,kUlturg@SIxt@
34,kUlturpolitik
12,kUlturrevolu=ion
2,kUmpanW
26,kumul&=ion
30,kUnd@
252,kUnd@
2,kUntgab@
169,kUntgebUN
9,kUndIn
64,kUntS&ft
661,kUnst
26,kUnst&k&demi
34,kUnstBsStElUN
1,kUnstEr=iUN
3,kUnstfErtIxkWt
19,kUnstg@SIxt@
1,kUnsth&ndlUN
3,kUnstkritik
2,kUnstpBz@
13,kUp@
17,kUp@l
6,kUp@lW
1,kUp@lUN
1,kUpl@rIn
10,kUplUN
71,kur
2,kur&nSt&lt
3,kUrb@l
6,kuri@
8,kuriozitAt
26,kUrsStWg@rUN
144,kUrv@
42,kUr=&rbWt
8,kUr=f&sUN
6,kUr=g@SIxt@
4,kUr=SrIft
2,kUr=zIxtIxkWt
14,kUr=vWl
1,kUr=vEl@
2,kuzin@
4,kUsh&nt
13,kUtS@
7,kUt@
18,kybErnetIk
10,l&bilitAt
67,l&x@
4,l&xz&lv@
88,lad@
6,lad@flEx@
8,lad@nk&s@
2,lad@r&mp@
83,ladUN
9,lEx@rlIxkWt
16,lAmUN
196,lEN@
3,lENsrIxtUN
7,lArx@
1,lErmkvEl@
7,lEsIxkWt
4,lEst@rUN
4,lXt@rUN
1778,lag@
10,lag@rStEt@
38,lag@rUN
15,lak@
40,l&mp@
57,l&mp@
1,l&nt&rbWt
26,l&ntb@fLlk@rUN
1,l&ntEN@
19,l&nd@sgrEn=@
35,l&nd@shBptSt&t
116,l&nd@sregirUN
4,l&nd@sSprax@
1,l&nd@str&xt
5,l&ntflUxt
46,l&ntk&rt@
22,l&ntm&Sin@
223,l&ntS&ft
3,l&ntSul@
26,l&n=m&nS&ft
69,l&ntStras@
121,l&ndUN
2,l&ntver
531,l&ntvIrtS&ft
4,l&nt=UN@
35,l&N@vWl@
4,l&Nmut
3,l&NzamkWt
18,l&NSpilpl&t@
2,l&NgUst@
4,l&NvWl@
1,l&NvWlIxkWt
1,l&NvEl@
29,l&n=@
8,l&rf@
207,l&st
23,l&tErn@
1,l&trin@
1,latS@
18,l&t@
8,lBb@
2,lB@r
3,lB@r
67,lBfban
2,lBfm&S@
119,lBf=Wt
3,lBg@
2,lBhWt
66,lBn@
1,lBn@nh&ftIxkWt
13,lBs
12,lBtStErk@
14,lava
22,l&vin@
1,l&kshWt
13,lebEndIxkWt
5,leb@ns&Nst
12,leb@nsart
4,leb@nsBff&sUN
11,leb@nsBfgab@
96,leb@nsb@dINUN
8,leb@nsb@SrWbUN
35,leb@nsdB@r
16,leb@nsErfarUN
4,leb@nsErIn@rUN
30,leb@nsErv&rtUN
6,leb@nsfAIxkWt
50,leb@nsfrag@
26,leb@nsfrXd@
11,leb@nsg@fArtIn
41,leb@nsg@far
5,leb@nsg@mWnS&ft
2,leb@nsgrTs@
26,leb@nsh&ltUN
13,leb@nskr&ft
27,leb@nslag@
4,leb@nslUst
5,leb@nsfilozofi
42,leb@nsfErzIx@rUN
42,leb@nsvWz@
2,leb@nsvWshWt
23,leb@ns=Wt
48,leb@r
2,leb@rvUrst
5,leph&ftIxkWt
4,led@rhoz@
2,led@rt&S@
15,le
63,ler@
1,lerhWt
6,legalizirUN
24,legalitAt
1,leg@hEn@
87,legEnd@
1,leg@=Wt
26,legion
10,legIsl&tiv@
45,legIsl&turperiod@
16,legitim&=ion
3,legitimirUN
17,legitimitAt
15,len@
18,ler&nSt&lt
349,ler@
6,ler@rBsbIldUN
64,ler@rIn
12,ler@rS&ft
3,lermetod@
25,lerStEl@
7,lertAtIxkWt
17,ler=Wt
1,lWpWg@nS&ft
3,lWb@skr&ft
1,lWb@svizit&=ion
1,lWpg&rd@
2,lWplIxkWt
4,lWprEnt@
7,lWpv&x@
148,lWx@
3,lWx@nh&l@
1,lWx@nfErbrEnUN
40,lWxt&tletIk
7,lWxt@
6,lWxtfErtIxkWt
1,lWxtglXbIxkWt
15,lWxtIxkWt
29,lWxtIndUstri
184,lWd@nS&ft
4,lWd@nS&ftlIxkWt
1,lWd@nsg@SIxt@
3,lWd@ns=Wt
9,lW@r
3,lWbibliotek
3,lWbyx@rW
3,lW@
2,lWg@byr
42,lWn@
48,lWnv&nt
1,lWz@tret@rW
6,lWst@
1183,lWstUN
8,lWstUNsg@zElS&ft
1,lWstUNsgrUp@
3,lWstUNsprAmi@
349,lWt@r
386,lWt@r
2,lWt@rSprOs@
7,lWtfAIxkWt
10,lWtlini@
724,lWtUN
2,lWt=al
1,lEktorIn
5,lEnd@
2,lENkratS&ltUN
6,lENkSt&N@
56,lENkUN
15,lepra
5,lErx@
4,lesart
1,lesbarkWt
1,lEsbi@rIn
47,lez@
1,lez@l&mp@
7,lez@rIn
1,lez@rlIxkWt
6,lez@rS&ft
53,lezUN
14,lEt@r
1,lXxtbOmb@
18,lXxt@
3,lXxtkug@l
1,lXxtr&ket@
1,lXxtSrIft
2,lXxt=If@r
3,lXgnUN
4,lXkEmi
2,lXtzelIxkWt
1,lEfkoj@
1,lian@
3,libEl@
40,liberalizirUN
17,liberalitAt
5,libErtinaZ@
2,lIxt&nlag@
15,lIxtg@SvIndIxkWt
16,lIxtkvEl@
1,lIxtStErk@
6,lIxtUN
681,lib@
10,lib@lW
20,lib@nsvYrdIxkWt
2,lib@s&fAr@
1,lib@sb@=WgUN
4,lib@sb@=iUN
9,lib@sErklArUN
1,lib@shWrat
2,lipfrB@NkIrx@
1,lipfrB@nmIlx
5,liphab@rW
1,liphab@rIn
2,lipkozUN
5,liplIxkWt
3,liplINsSpWz@
6,liplozIxkWt
8,lipS&ft
1,lif@rb@rWtS&ft
2,lif@rfIrma
216,lif@rUN
8,lig@
7,lig@nS&ft
51,liga
1,liirUN
6,lili@
1,limit&=ion
10,limonad@
19,limuzin@
110,lInd@
1,lInd@nblyt@
9,lInd@rUN
1,line&tur
15,lINguIstIk
659,lini@
59,lINk@
3,lINkskUrv@
5,lINksp&rtW
1,lINksvEndUN
13,lInz@
212,lIp@
8,likvid&=ion
32,likvidirUN
20,likviditAt
67,lIst
165,lIst@
316,lIt@r&tur
14,lIt@r&turg@SIxt@
5,lIt@r&turkritik
6,lIt@r&turvIs@nS&ft
29,li=En=
1,li=En=g@byr
5,lob@shYmn@
4,lopprWzUN
1,lopred@
13,lOxk&rt@
1,lOx=&N@
1,lOk@
1,lLSUN
1016,lTzUN
1,lTtStEl@
26,lTvIn
10,loZ@
58,logIk
1,logIstIk
1,lo@
118,lonErhTUN
46,lonfOrd@rUN
6,lonStX@r
15,lontut@
1,lokal&nEstezi
1,lok&liz&=ion
4,lokalizirUN
3,lokalitAt
3,lokal=WtUN
9,lor@
6,losnUm@r
94,lozUN
1,lotOsblum@
1,lo=@nSt&=ion
5,lOt@ri
23,lo&jalitAt
10,lYftUN
192,lyg@
648,lUft
1,lUft&pver
7,lUftb@vegUN
7,lUftdIxt@
20,lUftfart
6,lUftfXxtIxkWt
9,lUftflOt@
11,lUftlini@
1,lUftmin@
4,lUftpUmp@
5,lUftrTr@
2,lUftSpig@lUN
9,lUftfErSmU=UN
118,lUftv&f@
2,lUft=ufur
8,luk@
1,luminEs=En=
27,luna
41,lUN@
14,lUN@nEnt=YndUN
1,lUN@nSvIntzUxt
1,lUN@ntubErkuloz@
2,lUnt@
33,lup@
182,lUst
4,lUstbarkWt
6,lUstIxkWt
1,lUksUsBsgab@
6,lUksUsStX@r
2,lUksUsvIla
7,lu=Ern@
1,lYmfdryz@
2,lYnxjUsti=
1,lyra
111,lyrIk
9,m&xart
3,m&x@
24,m&x@nS&ft
1041,m&xt
14,m&xtErgrWfUN
1,m&xtfrag@
5,m&xtlozIxkWt
11,mad@
6,mExtIxkWt
1,mAm&Sin@
7,mAn@
3,mAr@
10,mEnlIxkWt
2,mAr
1,mAr@
7,mAsIxkWt
30,mAsIgUN
26,makt
2,mag@ngeg@nt
2,mag@nfErStImUN
1,mag@rkWt
4,mag@rkol@
5,mag@rmIlx
18,m&gi
2,m&gnetnad@l
4,m&gnifi=En=
65,mal=Wt
50,manUN
34,m&jEstAt
2,m&jEstA=b@lWdIgUN
8,m&kul&tur
87,mal@rW
5,mal@rIn
488,m&ma
3,mEnI_@rkr&NkhWt
4,m&nd&rin@
13,m&nd@l
14,m&nd@lEnt=YndUN
249,m&N@l
89,m&N@l
2,m&N@lErSWnUN
1,m&N@lkr&NkhWt
2,m&Ngrov@
5,m&ni
39,m&nir
21,m&nifEst&=ion
44,m&nipul&=ion
2,m&nipulirbarkWt
4,m&nipulirUN
1,m&nh&ftIxkWt
673,m&nS&ft
17,m&nt@lt&S@
37,m&p@
20,m&rg&rin@
7,m&rZ@
51,m&rin@
32,m&rionEt@
1022,m&rk
1031,m&rk
45,m&rk@
4,m&rk@nvar@
6,m&rkirUN
5,m&rkt&n&lyz@
11,m&rktfOrSUN
1,m&rktUnt@rzuxUN
17,m&rm@lad@
9,m&rmOrpl&t@
2,m&rkiz@
22,m&rS
33,m&rS
3,m&rt@r
8,m&S@
1,m&Sin@nart
2,maz@r
1,maz@rUN
40,m&sk@
1,m&skirUN
1,m&skOt@
375,mas
420,mas
29,m&saZ@
408,m&s@
2,masWnhWt
41,maslozIxkWt
929,masnam@
5,masreg@l
15,m&st
16,m&st
124,m&teri@
76,m&tem&tik
2,m&tine
17,m&tr&=@
6,m&tri=@
4,m&troz@nmY=@
19,m&t@
2,m&tIxkWt
1,m&turitAt
320,mB@r
2,mBr@r&rbWt
57,mBs
2,mBz@f&l@
1,mBz@r
20,mexanIk
45,mex&nizirUN
6,media
7,medit&=ion
270,medi=in
4,mer@sStrTmUN
5,mer@stif@
2,meg&tOn@
1,melSpWz@
10,mer&rbWt
19,merBsgab@
12,merb@l&stUN
2,merdXtIxkWt
16,merWnnam@
518,merhWt
2,merlWstUN
3,merStuf@nr&ket@
6,merUN
79,mervertStX@r
108,mer=al
84,mWl@
1465,mWnUN
31,mWnUNsXs@rUN
21,mWnUNsbIldUN
7,mWnUNsfrWhWt
14,mWnUNsUmfrag@
96,mWnUNsfErSid@nhWt
4,mWz@
8,mWst@rpryfUN
174,mWst@rS&ft
24,mWst@rUN
29,mel&Nkoli
1,mEld@
278,mEldUN
6,melior&=ion
2,mElk@rIn
2,mElkm&Sin@
103,melodi
17,melon@
5,mEmbran
2,mEm@
514,mEN@
2,mEN@nler@
7,mEnza
14,mEnS@nfyrUN
7,mEnS@nh&nt
10,mEnS@nkEntnIs
7,mEnS@nlib@
21,mEnS@nm&s@
31,mEnS@nmEN@
3,mEnS@nr&s@
8,mEnS@nfEr&xtUN
20,mEnS@nvYrd@
570,mEnShWt
248,mEnSlIxkWt
9,mEnSverdUN
3,mEnstru&=ion
1,mEnzur
17,mEntalitAt
6,mErkvYrdIxkWt
214,mEs@
9,mEs@h&l@
6,mEs@rStEx@rW
1,mEsStEl@
10,mEstExnIk
55,mEsUN
3,met&lb@&rbWtUN
104,met&lIndUstri
1,met&logr&fi
25,met&lUrgi
1,met&mOrfoz@
6,met&f@r
21,met&fyzik
1,metaSprax@
2,metod@nler@
32,metodIk
4,metodologi
3,metrIk
34,metropol@
4,metropolIs
1,mE=@lW
16,mE=g@rW
10,mXt@rW
82,min@
199,mit@
18,mitErhTUN
1,mit@rIn
10,mitvonUN
1,migr&=ion
7,mikrobiologi
2,mikrofyzik
2,mikrovEl@
255,mIlx
7,mIlxbar
7,mIlxfl&S@
8,mIlxk&n@
4,mIlxku
